Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Mayo de 2011
286194|Patente|MX/a/2008/008105|20/06/2008|02/05/2011|<i>C07C233/81</i> <b>(2006-01)</b>; <i>A61K31/4015</i> <b>(2006-01)</b>; <i>A61K31/4166</i> <b>(2006-01)</b>; <i>A61P9/00</i> <b>(2006-01)</b>; <i>C07D207/16</i> <b>(2006-01)</b>; <i>C07D207/50</i> <b>(2006-01)</b>; <i>C07D233/02</i> <b>(2006-01)</b>|COMPUESTOS MIMETICOS DE LISINA MODIFICADOS.|La presente invención describe compuestos miméticos de usina que tienen actividad farmacológica útil tal como actividad antiarrítmica y propiedades beneficiosas de biodisponibilidad.|BJARNE DUE LARSEN; JORGEN SOBERG PETERSEN; KETIL JORGEN HAUGAN; JOHN A. BUTERA; JAMES K. HENNAN; EDWARD H. KERNS; EVGUENI LVOVICH PIATNITSKI; Rorholm 12, DK-4000, Himmelev, Roskilde, DINAMARCA|ZEALAND PHARMA A/S; WYETH.*; Smedeland 26B, DK-2600, Glostrup, DINAMARCA|
286195|Patente|PA/a/2006/001370|03/02/2006|28/04/2011|<i>A61B17/06</i> <b>(2006-01)</b>; <i>B05D1/34</i> <b>(2006-01)</b>; <i>B65D6/04</i> <b>(2006-01)</b>; <i>B65D83/10</i> <b>(2006-01)</b>|DISPOSITIVO DE INFUSION SIMILAR A UN PARCHE.|Un sistema y método de empaquetado que proporciona al menos una bandeja o montaje en serie (1170), que tiene un número de cavidades (1171) y salientes (1196) y (1195) para colocar y asegurar un dispositivo para infusión de sustancia auto-contenida similar a un parche que tiene una o más agujas para paciente que pueden colocarse en comunicación fluídica con un ensamble de depósito de fluido dentro del dispositivo y sobre el cual un ensamble de disco, o resorte Belleville aplica una presión esencialmente uniforme y constante al contenido. El dispositivo además hace posible la liberación de una o más agujas para paciente accionadas por resorte dentro de la superficie de la piel de un paciente para establecer una trayectoria de comunicación fluídica entre las agujas para paciente y el contenido del depósito para fluido presurizado.|LIONEL VEDRINE; 583 Spring Avenue, 07450, Ridgewood, NJ, E.U.A.|BECTON, DICKINSON AND COMPANY.*; 1 Becton Drive, 07417, Franklin Lakes, New Jersey, E.U.A.|
286196|Patente|MX/a/2008/008896|09/07/2008|02/05/2011|<i>A61K31/166</i> <b>(2006-01)</b>; <i>A61K47/02</i> <b>(2006-01)</b>; <i>A61K47/14</i> <b>(2006-01)</b>; <i>A61K47/38</i> <b>(2006-01)</b>; <i>A61K47/44</i> <b>(2006-01)</b>|USO DE DERIVADOS DE TRIAZINA PARA LA FABRICACION DE UN MEDICAMENTO QUE TIENE UN EFECTO CICATRIZANTE Y/O ANGIOGENICO.|Uso de derivados de triazina como agentes cicatrizantes o angiogénicos.|GÉRARD MOINET; DANIEL CRAVO; Merck Santé, 37, rue Saint-Romain, F-69008, Lyon, FRANCIA|MERCK PATENT GESELLSCHAFT MIT BESCHRANKTER HAFTUNG.*; Frankfurter Strasse 250, D-64293, Darmstadt, ALEMANIA|
286197|Patente|MX/a/2008/010038|05/08/2008|02/05/2011|<i>C07D471/08</i> <b>(2006-01)</b>; <i>A61K31/4995</i> <b>(2006-01)</b>; <i>A61P25/00</i> <b>(2006-01)</b>; <i>A61P25/28</i> <b>(2006-01)</b>; <i>A61P29/00</i> <b>(2006-01)</b>|DERIVADOS DE 3-HETEROARIL-3,9-DIAZABICICLO[3.3.1]NONANO COMO AGONISTAS DEL RECEPTOR ACETILCOLINA NICOTINICA.|Esta invención se relaciona a derivados de 3,9-diazabiciclo[3.3.1]nonano novedosos los cuales son encontrados para ser ligandos colinérgicos en los receptores y moduladores de acetilcolina nicotínica de los receptores y transportadores de monoamina. Debido a sus perfil farmacológico los compuestos de la invención pueden ser útiles para el tratamiento de enfermedades o trastornos tan diversos como aquellos relacionados al sistema colinérgico del sistema nervioso central (CNS por sus siglas en inglés), el sistema nervioso periférico (PNS por sus siglas en inglés), enfermedades o trastornos relacionados a contracción de músculo liso, enfermedades y trastornos endocrinos, enfermedades o trastornos relacionados a neuro degeneración, enfermedades o trastornos relacionados a inflamación, dolor y síntomas de abstención provocados por la terminación de abuso de substancias químicas.|DAN PETERS; GUNNAR M. OLSEN; ELSEBET ØSTERGAARD NIELSEN; DANIEL B. TIMMERMANN; JEPPE KEJSER CHRISTENSEN; NeuroSearch A/S, 93 Pederstrupvej, DK-2750, Ballerup, DINAMARCA|NEUROSEARCH A/S; 93 Pederstrupvej, DK-2750, Ballerup, DINAMARCA|
286198|Patente|MX/a/2008/014338|10/11/2008|02/05/2011|<i>C08L83/04</i> <b>(2006-01)</b>; <i>C08K3/00</i> (2006-01); <i>C08K3/26</i> (2006-01); <i>C08K3/36</i> (2006-01); <i>C09J183/04</i> <b>(2006-01)</b>; <i>C09K3/10</i> <b>(2006-01)</b>|COMPOSICION DE HULE DE SILICON.|Una composición de hule de silicón que comprende: 100 partes en peso de un diorganolisiloxano (A) que tiene en promedio al menos dos grupos alquenilo en una molécula; 5 a 100 partes en peso de un polvo de cuarzo (B) con un tamaño promedio de partícula en el intervalo de 0.01 a 3.0 µm; un organopolisiloxano (C) que tiene en promedio al menos dos átomos de hidrógeno enlazados al silicio en una molécula {la relación molar de átomos de hidrógeno enlazados al silicio contenidos en este componente a grupos alquenilo del componente (A) está en el intervalo de 0.5 a 5}; 5 a 100 partes en peso de un polvo de carbonato de calcio (D); y un catalizador de hidrosililación (E) (en una cantidad suficiente para acelerar el curado de la composición de silicón de la presente invención).|YUICHI TSUJI; OSAMU TAKUMAN; TOMOKO TASAKI; C/O Dow Corning Toray Co., Ltd., 2-2 Chigusakaigan, 2990108, Ichihara-Shi, Chiba, JAPON|DOW CORNING TORAY CO., LTD.; 1-3 Marunouchi 1-Chome, 1000005, Chiyoda-Ku, Tokyo, JAPON|
286199|Patente|MX/a/2007/003455|23/03/2007|02/05/2011|<i>E21B17/01</i> <b>(2006-01)</b>|REFUERZO CONTRA DOBLECES.|S e describe un reforzador contra dobleces (7), el cual rodea la porción de extremo de un objeto alargado, esencialmente cilíndrico, como por ejemplo una tubería flexible (2) o un cable, que se extiende desde una instalación submarina hasta un buque en la superficie, y se conecta a una pieza de extremo (1) o brida de extremo de la tubería (2) en una conexión con el buque, en la que el reforzador contra dobleces (7) se proporciona por una pluralidad de abrazaderas interiores (5), esencialmente cilíndricas, que tienen una ranura longitudinal (8) para recibir los vástagos de resorte (3) en su superficie exterior, abrazaderas (5) que rodean a la tubería (2), y se proporciona una pluralidad de abrazaderas exteriores (6), esencialmente cilíndricas, las cuales en su superficie interior tienen ranuras longitudinales (8) para recibir los vástagos de resorte (3), correspondientes las ranuras (8) en las abrazaderas interiores y exteriores (5, 6) una a otra cuando la abrazadera exterior (6) se instala alrededor de la abrazadera interior (5), y una pluralidad de un conjunto de abrazaderas (5, 6) se disponen espaciadamente una de otra en la vecindad de la pieza de extremo (1), asegurándose (4) los vástagos de resorte (3) en la pieza de extremo (1) o la brida de la tubería (2), o una configuración adaptada en el cable, y que se extiende longitudinalmente a lo largo de la tubería (2) o el cable, mediante las ranuras (8) en las abrazaderas interiores y exteriores (5, 6), y las abrazaderas exteriores (6) se sujetan a las abrazaderas interiores (5) y aseguran los vástagos de resorte (3) con relación a las abrazaderas interiores (5) y la tubería (2) o el cable.|ERIK GODØY; JAN EGELAND; Langedalskleiva 4, N-4790, Lillesand, NORUEGA|MARINE SUBSEA GROUP 2 AS; Oran Vest, Andalsnes, Noruega, N-6300, , NORUEGA|
286200|Patente|MX/a/2007/013812|05/11/2007|02/05/2011|<i>B22C23/00</i> <b>(2006-01)</b>|METODO PARA REEMPLAZAR UNA PLACA ADAPTADORA EN UN APARATO DE MOLDEO PARA CONFORMAR Y EXTRAER SIN RECIPIENTE.|Un método para reemplazar una placa adaptadora en un aparato de moldeo para la conformación y extracción sin recipientes capaces de reemplazar fácilmente la placa adaptadora. El método se caracteriza porque consiste de una primera etapa para transferir la placa adaptadora existente del aparato de moldeo a un par de recipientes superior e inferior en el estado vertical y fijar una nueva placa adaptadora al otro par de recipientes superior e inferior en el estado horizontal, una segunda etapa para mover de forma articulada un par de recipientes superior e inferior en el estado vertical en la primera etapa y la placa adaptadora en el estado horizontal y el par de recipientes superior e inferior en el estado horizontal y la placa adaptadora en el estado vertical, y una tercera etapa para transferir la placa adaptadora puesta en el estado vertical en la segunda etapa para dispositivos de conformación y extracción y extraer la placa adaptadora en el estado horizontal desde los dispositivos de conformación y extracción.|MINORU HIRATA; TAKAYUKI KOMIYAMA; c/o Sintokogio, Ltd., Toyokawa Seisakusho 1, Honohara 3-Chome, 442-0061, Toyokawa-shi, Aichi-ken, JAPON|SINTOKOGIO, LTD.; 28-12, Meieki 3-Chome, Nakamura-ku, 450-0002, Nagoya-shi, Aichi-Ken, JAPON|
286201|Patente|MX/a/2008/004529|04/04/2008|02/05/2011|<i>G09F13/20</i> <b>(2006-01)</b>; <i>G09F13/00</i> <b>(2006-01)</b>|MARCADOR DE CAMINO, ESPECIALMENTE MARCADOR PARA SALIDA DE EMERGENCIA EN EL PISO O LA PARED.|La presente invención se refiere a un marcador de camino, especialmente un marcador de ruta de salida de emergencia en piso o pared, que comprende un marcador de camino auto-luminiscente (2) y una capa de sustrato (3,5), que se sobrepone y/o se coloca en el inferior de uno o más marcadores de camino o dichas capas de sustrato (3,5) constituyen el marcador de camino auto-luminiscente (2), caracterizado porque en la capa de sustrato (3,5) que se sobrepone con un patrón de trama o línea (4) del tipo deseado que oculta el marcador de camino, el marcador de camino auto-luminiscente (2) es parcialmente visible a través del patrón, y/o una superficie que oculta el marcador de camino y que ha sido tratado para que transmita parcialmente la luz o esparza la luz y que bloquee parcialmente la percepción visual del material foto-luminiscente en condiciones con luz o iluminadas.|JORMA PARKKARI; Ohdakkeentie 2, FI-06100, Porvoo, FINLANDIA|JORMA PARKKARI; Ohdakkeentie 2, FI-06100, Porvoo, FINLANDIA|
286202|Patente|PA/a/2006/006727|14/06/2006|02/05/2011|<i>B29C45/14</i> <b>(2006-01)</b>|PROCEDIMIENTO Y APARATO PARA FABRICAR POR SOBREINYECCION UN ELEMENTO DE UNION Y TRANSMISION DE ESFUERZOS.|La presente invención se refiere a un procedimiento para fabricar por sobreinyección un elemento de unión y transmisión de esfuerzos para mecanismos de suspensión y dirección de vehículos automóviles que comprende: una porción central (1): en forma de barra que tiene un primer extremo y un segundo extremo; de un material que proporciona resistencia mecánica; una primera porción extrema (2) de material plástico sobreinyectada en el primer extremo, de forma que la porción central (1) y la primera porción extrema (2) forman un elemento de unión de una sola pieza; mediante un aparato para sobreinyectar sobre una porción central (1) de un elemento de unión que tiene una superficie a ser sobreinyectada, un producto de sobreinyección para obtener un elemento de unión, dicho aparato comprende: medios de contención (100) configurados para definir una cavidad (110) entre la superficie a ser sobreinyectada y dichos medios de contención (100); medios de entrada (200) situados en los medios de contención (100), para que el producto de sobreinyección sea introducido en la cavidad (110); dicho procedimiento está caracterizado porque comprende las etapas de: i) colocar la porción central (1) en un molde central (10) que tiene una placa de molde superior e inferior; ii) colocar un primer molde lateral (20) que tiene una placa de molde superior e inferior opuesto al primer extremo; iii) desplazar el molde central (10) y el primer molde lateral (20) hasta una posición de sobreinyección en la que los moldes constituyen los medios de contención (100) y definen una cavidad (110) donde un producto de sobreinyección es sobreinyectado para constituir la primera porción extrema (2) de material plástico sobre la porción central (1); y iv) desplazar el molde central (10) y el primer molde lateral (20) hasta una posición de desmoldeo en la que el elemento de unión enterizo es extraído.|AGUSTÍN MORALES ARNAEZ; C/Telletxe, 28-1º A, 48990, Getxo, ESPAÑA|INDUSTRIAS AUXILIAR ALAVESA, S.A. (INAUXA); Poliígono Industrial Saracho, S/N, 01470, Amurrio, Alava, ESPAÑA|
286203|Patente|MX/a/2008/000875|18/01/2008|02/05/2011|<i>C07D307/82</i> <b>(2006-01)</b>; <i>A61K31/343</i> <b>(2006-01)</b>; <i>A61K31/381</i> <b>(2006-01)</b>; <i>A61K31/428</i> <b>(2006-01)</b>; <i>A61P25/16</i> <b>(2006-01)</b>; <i>C07D277/02</i> <b>(2006-01)</b>; <i>C07D333/62</i> <b>(2006-01)</b>|COMPUESTOS FARMACEUTICOS NOVEDOSOS.|Los compuestos de la fórmula (I), en donde R1-R4, X, Y y Z, son como se definen en las reivindicaciones, exhiben la inhibición de la actividad de las enzimas COMT y de esta forma son útiles como inhibidores COMT.|EIJA TIAINEN; REIJO BÄCKSTRÖM; MARKO AHLMARK; JARMO PYSTYNEN; ANNE LUIRO; Ruutikatu 3 A 17, FI-02650, Espoo, FINLANDIA|ORION CORPORATION.*; Orionintie 1 , FIN-02200, Espoo, FINLANDIA|
