Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Septiembre de 2010
211104|Patente|PA/a/1998/006752|20/08/1998|30/10/2002|<i>B32B27/08</i> <b>(2006-01)</b>; <i>B32B27/30</i> <b>(2006-01)</b>; <i>B60K15/03</i> <b>(2006-01)</b>|TANQUE DE COMBUSTIBLE TERMOPLASTICO QUE TIENE EMISIONES DE VAPOR DE COMBUSTIBLE REDUCIDAS.|La presente invención se refiere :invención puede comprender un tanque o recipiente de combustible termo pl stico, que tiene una barrera al vapor, que comprende una composición de ciclodextrina. Se puede utilizar una ciclodextrina modificada que se modifica químicamente con substituyentes que incrementan la compatibilidad del material ciclodextrina en el material del recipiente de combustible. El recipiente de combustible mejorado obtiene propiedades de barrera substanciales por la interacción entre el material de ciclodextrina en los materiales del recipiente de combustible, con el material permeante al vapor de combustible. La ciclodextrina en las paredes del tanque de combustible compleja o atrapa el vapor de combustible que se permea a través de los materiales que forman el tanque, y se tienen adentro del material del tanque , impidiendo que el vapor de combustible permente pase a través del tanque hacia el medio ambiente. El permeante de vapor de combustible puede comprender una vaiedad de materiales bien conocidos, incluyendo hidrocarburos alif ticos y arom ticos, oxigenatos tales como éter metílico de butilo terciario, etanol, metanol, y otros materiales de combustible líquido combustibles.|WILLARD E. WOOD; NEIL J. BEAVERSON; 3470 Siems Court, 55112, Arden Hills, MI, E.U.A.|CELLRESIN TECHNOLOGIES, LLC.; 4567 West 80th Street, 55437, Minneapolis, MN, E.U.A.|
215263|Patente|PA/a/1999/002078|03/03/1999|15/07/2003|<i>G01B11/16</i> <b>(2006-01)</b>|SISTEMA SENSOR DE ESFUERZO TRANSVERSAL DE REJILLADE DIFRACCION DE FIBRA OPTICA.|Un sistema y un método para detectar la aplicación de una tensión transversal a una fibra óptica que incluye una fuente de luz que produce un haz luminoso de espectro relativamente amplio. El haz luminoso se refleja o se transmite desde una rejilla de difracción óptica en el núcleo de una fibra óptica que se ha tensado transversalmente ya sea directamente o mediante la exposición a presión cuando la fibra es birrefringente de manera que responda a la presión a fin de tensar transversalmente su núcleo. Cuando se tensa transversalmente, la rejilla de difracción óptica produce una reflexión o transmisión de primer haz luminoso que tiene dos crestas o mínimos en su espectro de frecuencia, cuya separación y/o dispersión son indicativos de las fuerzas aplicadas a la fibra. Uno o más detectores detectan la reflexión o transmisiones desde la rejilla de difracción óptica para producir una salida representativa de la fuerza aplicada. Las rejillas de difracción ópticas y detectores múltiples pueden emplearse para medir simultáneamente la temperatura o las fuerzas en ubicaciones diferentes a lo largo de la fibra.|ERIC UDD; 2555 N.E. 205th Avenue, 97024, Fairview, Oregon, E.U.A.|SCHLUMBERGER TECHNOLOGY B.V.*; Parkstraat 83-89, 02514, JG La Haya, , PAISES BAJOS|
278603|Patente|PA/a/2005/009206|29/08/2005|01/09/2010|<i>B23K9/00</i> <b>(2006-01)</b>|PROCESO DE SOLDADURA ELECTRICA CAPILAR DE ACEROS DE BAJA Y ALTA ALEACION, TEMPERADOS O NO, Y BIMETALES, PARA LA OBTENCION DE TEXTURA DETERMINADA SIN TRATAMIENTO TERMICO.|Patente de Invención para un PROCESO DE SOLDADURA ELÉCTRICA CAPILAR DE ACEROS DE BAJA Y ALTA ALEACIÓN, TEMPERADOS O NO, Y BIMETALES, PARA LA OBTENCIÓN DE TEXTURA DETERMINADA SIN TRATAMIENTO TÉRMICO, donde la camada (1) se destina a revestir el bisel y la raíz del bisel con electrodo de cristalización de la soldadura depositada, dicha soladura siendo adecuada para la obtención de textura del tipo austenita más ferrita. Con la 2a camada (2), se promueve el llenado del bisel con electrodo de cristalización de la soldadura depositada, obteniéndose textura de perlita o perlita más trostita, mientras que en las 3a y 5a camadas (3, 5), se usa electrodo de cristalización de la soldadura depositada para la obtención de textura del tipo austenita más ferrita. En la 4a camada (4), se usa electrodo de cristalización de la soldadura depositada para la obtención de textura del tipo sorbita más bainita, y en la 6a camada (6), se usa electrodo de cristalización de la soldadura depositada para la obtención de textura bainítica.|BÊLA GUTH; Rua Gerino Souza Filho, 123, Col. Lauro de Freitas, 42700-000, Bahia, CEP, BRASIL|BÊLA GUTH; Rua Gerino Souza Filho, 123, Col. Lauro de Freitas, 42700-000, Bahia, CEP, BRASIL|
278604|Patente|MX/a/2007/015395|06/06/2001|31/08/2010|<i>C09D127/00</i> <b>(2006-01)</b>; <i>C09D163/00</i> <b>(2006-01)</b>; <i>C09D167/00</i> <b>(2006-01)</b>|ADITIVOS REOLOGICOS COMPOSICIONES DE PINTURAS Y RECUBRIMIENTOS QUE CONTIENEN TALES ADITIVOS QUE EXHIBEN ADHESION INTERRECUBRIMIENTO MEJORADA.|Se describe una composición de espesamiento mejorada para sistemas orgánicos, que incluyen pinturas y recubrimientos. El aditivo proporciona pinturas y recubrimientos con una viscosidad adecuado mejorada sin afectar características de adhesión de interrecubrimiento.|SANTHANAM MAHALINGAM; MARDIS WILBUR S.; 138 Parker Road South, 08536, Plainsboro, New Jersey, E.U.A.|ELEMENTIS SPECIALTIES, INC.; Wyckoffs Mill Road, 08520, Hightstown, New Jersey, E.U.A.|
278605|Patente|MX/a/2007/013843|05/11/2007|02/09/2010|<i>H04L12/56</i> (2006-01); <i>H04L29/06</i> (2006-01)|SEÑALIZACIÓN DE PARAMETROS DE CALIDAD DE SERVICIO PARA SESIÓN MULTIMEDIA.|Los sistemas y métodos permiten que un dispositivo de recepción y su red inalámbrica establezcan los recursos de manera óptima y eficiente. Un dispositivo de emisión señaliza algunos de los parámetros negociados QoS al dispositivo de recepción de la sesión durante el procedimiento de establecimiento de sesión. La velocidad garantizada de bits, la velocidad máxima de bits y el retraso de transferencia (que son negociados junto con otros parámetros QoS durante la activación del contexto PDP) son señalizados al dispositivo de recepción. Los Nuevos atributos de Protocolo de Descripción de Sesión (SDP) son definidos para los parámetros QoS mencionados con anterioridad, los cuales son llevados en los mensajes de Protocolo de Iniciación de Sesión (SIP). El dispositivo de recepción puede utilizar estos atributos SDP para negociar (o renegociar) los parámetros QoS con su propia red inalámbrica durante a activación PDP. El dispositivo de recepción puede utilizar estos parámetros para establecer los recursos en consecuencia, tal como las protecciones primarias de fluctuación para los medios de audio y video.|IGOR CURCIO; UMESH CHANDRA; Hatanpaan Valtatie 12 C 57, FIN-33100, Tampere, FINLANDIA|NOKIA CORPORATION; Keilalahdentie 4, FIN-02150, Espoo, FINLANDIA|
278606|Patente|MX/a/2007/013338|25/10/2007|01/09/2010|<i>H01L35/28</i> <b>(2006-01)</b>|DISPOSITIVO DE TRANSFERENCIA TERMICA DE PELTIER MOLDEABLE, Y METODO PARA FABRICARLO.|Un dispositivo (100) de transferencia térmica incluye un miembro de cuerpo (110) que tiene un material de base (102) de un primer material semiconductor de un primer tipo, con material de relleno (104) dispersado en él, de un segundo material semiconductor de un segundo tipo. Están fijados electrodos (106, 108) en los lados del miembro de cuerpo (110) y una corriente eléctrica corre a través de él para crear un flujo térmico usando el efecto Peltier. El dispositivo (100) está formado mediante moldeo por inyección y similares, y se introduce el relleno (104) en la base, por ejemplo, mediante procesos de extrusión o de extrusión por estiramiento.|KEVIN A. MCCULLOUGH; 61 Candlewood Drive, 02852, North Kingstown, Rhode Island, E.U.A.|COOL SHIELD, INC.*; 333 Strawberry Field Road, 02886, Warwick, Rhode Island, E.U.A.|
278607|Patente|MX/a/2007/000543|15/01/2007|02/09/2010|<i>B65D47/08</i> <b>(2006-01)</b>; <i>B65D43/16</i> <b>(2006-01)</b>; <i>B65D55/02</i> <b>(2006-01)</b>|CIERRE DISTRIBUIDOR QUE INDICA MANIPULACION INDEBIDA.|La presente invención se refiere a un cierre distribuidor que indica manipulación indebida, que comprende un cuerpo del cierre que tiene una pared superior, y una primera porción de reborde lateral o faldón dependiente, de la pared superior, una abertura distribuidora proporcionada en la pared superior, una cavidad de retención que se extiende radialmente hacia afuera desde el primer faldón, la cavidad de retención incluye una pared interior definida por una porción del primer faldón, una pared exterior separada de la pared interior, una primera pared lateral que se extiende entre las paredes interna y externa en un extremo de la cavidad de retención, y una segunda pared lateral que se extiende entre las paredes interno y externo en un extremo opuesto de la cavidad de retención, y una pared inferior que se extiende entre la primera y segunda pared lateral del mismo y entre la pared inferior y exterior del mismo, y la pared inferior de la cavidad de retención incluye un primer extremo espaciado de su primera pared lateral de la cavidad de retención y un segundo extremo espaciado de la segunda pared lateral de la cavidad de retención, dicho cuerpo del cierre incluye una primer orejeta de retención que se extiende hacia la cavidad de retención desde la primera pared lateral, y una segunda orejeta de retención que se extiende hacia la cavidad de retención desde la segunda pared lateral; y una tapa basculante conectada al cuerpo de cierre para el movimiento entre una posición cerrada, en la cual la tapa basculante cubre la abertura de distribución, y una posición abierta, en donde la abertura de distribución está destapada, por la tapa basculante, la tapa basculante incluye un segundo faldón que tiene una superficie de borde la cual es acoplada con la pared superior del cuerpo del cierre cuando la tapa basculante se encuentra en su posición cerrada, un reborde indicador de manipulación indebida que depende del borde de la superficie de tal forma que dicho reborde que indica manipulación indebida es recibido por la cavidad de retención cuando la tapa basculante esta en su posición cerrada, el reborde o collarín frágil que indica manipulación indebida incluye un primer gancho de retención colocado en un extremo del reborde para ser acoplable con la primera orejeta de retención cuando la tapa basculante esta en su posición cerrada, y un segundo gancho de retención colocado en un extremo opuesto del reborde para ser acoplable con la segunda orejeta de retención cuando la tapa basculante está en su posición cerrada, y cuando menos un miembro frágil que conecta el reborde indicador de manipulación indebida al borde de la superficie de forma que el por lo menos un miembro frágil se fracture cuando la tapa basculante es movida inicialmente de su posición cerrada a su posición abierta, por lo cual el reborde indicador de manipulación indebida es retenido permanentemente dentro de la cavidad de retención tras su desconexión de la tapa basculante.|DAVID A. SZASZ; RAMESH KAMATH; COY M. HERALD; 11138 Millwood Court, 46845, Ft. Wayne, Indiana, E.U.A.|ALCOA CLOSURE SYSTEMS INTERNATIONAL, INC.*; 1205 East Elmore Street, 47933, Crawfordsville, Indiana, E.U.A.|
278608|Patente|PA/a/2003/004931|05/03/1999|02/09/2010|<i>A21D13/08</i> <b>(2006-01)</b>; <i>A21D2/36</i> <b>(2006-01)</b>; <i>A23G1/00</i> <b>(2006-01)</b>; <i>A23G1/02</i> <b>(2006-01)</b>; <i>A23G1/06</i> <b>(2006-01)</b>; <i>A23G1/30</i> <b>(2006-01)</b>; <i>A23G1/48</i> <b>(2006-01)</b>; <i>A23G1/56</i> <b>(2006-01)</b>; <i>A23G3/00</i> <b>(2006-01)</b>; <i>A23G3/48</i> <b>(2006-01)</b>; <i>A23K1/18</i> <b>(2006-01)</b>; <i>A23L1/164</i> <b>(2006-01)</b>; <i>A23L1/18</i> <b>(2006-01)</b>; <i>A23L1/182</i> <b>(2006-01)</b>; <i>A23L1/187</i> <b>(2006-01)</b>; <i>A23L1/212</i> <b>(2006-01)</b>; <i>A23L1/30</i> <b>(2006-01)</b>; <i>C11B1/04</i> <b>(2006-01)</b>; <i>C11B1/06</i> <b>(2006-01)</b>|COMPONENTES DE CACAO, PRODUCTOS COMESTIBLES QUE TIENEN UN CONTENIDO REALZADO DE POLIFENOL, METODOS PARA ELABORARLOS Y USOS MEDICOS.|La presente invención se refiere a una mezcla seca para bebida que comprende un polvo de cacao enriquecido con polifenol de cacao, un polvo de cacao alcalizado y un endulzante, en donde el polvo de cacao enriquecido con polifenol de cacao se prepara a partir de granos de cacao no fermentados o bajo fermentados y en donde los polifenoles de cacao en el polvo de cacao enriquecido con polifenol de cacao comprenden catequiza, epicatequina y oligómeros de procianidina de caco de los mismos.|ROMANCZYK, LEO, J., JR.; MYERS, MARY, E.; WHITACRE, ERIC, J.; SCHMITZ, HAROLD, H.; KEALEY, KIRK, S.; SNYDER, RODNEY, M.; GEYER, HANS, M.; HAMMERSTONE, JOHN, F., JR.; 4 Fern Drive, Col. R.D. #2, 07840., Hackettstown, New Jersey, E.U.A.|MARS, INCORPORATED; 6885 Elm Street, 22101-3883, Malean, Virginia, E.U.A.|
278609|Patente|PA/a/2005/012048|09/11/2005|01/09/2010|<i>G09B23/28</i> <b>(2006-01)</b>|MANIQUI PARA CAPACITACION DE REANIMACION.|La presente invención se refiere a un maniquí para hacer prácticas de reanimación cardiopulmonar, que comprende un cuerpo inflable flexible que está adaptado para hacer llenado con un gas, que se caracteriza en que el cuerpo inflable tiene substancialmente la forma de al menos una parte superior de un cuerpo humano, que comprende una porción de pecho y una cabeza, en donde el cuerpo inflable tiene medios para retener el gas dentro del cuerpo inflable, de modo que el gas confinado en el cuerpo inflable es comprimido a medida que el cuerpo inflable está siendo deformado mediante la fuerza de compresión ejercida durante la compresión del pecho simulado, y en que el cuerpo inflable tiene medios para desinflar al cuerpo inflable cuando el maniquí no está en uso; y en que el cuerpo está adaptado para ser desinflado y doblado a un tamaño pequeño.|TORE LÆRDAL; HARALD EIKELAND; JENS PETTER IANKE; Gauselkneiken 49, N-4032, Stavanger, NORUEGA|LAERDAL MEDICAL AS; P.O. Box 377, N-4002, Stavanger, NORUEGA|
278610|Patente|MX/a/2007/001640|09/02/2007|01/09/2010|<i>C12Q1/68</i> <b>(2006-01)</b>|METODOS Y KIT PARA EL PRONOSTICO DE CANCER DE MAMA.|La presente invención se refiere a un método y kit, que incluye partes del mismo, para el pronóstico de cáncer de mama. En particular, el método involucra identificar un patrón de expresión de gen o firma molecular, que indica la probabilidad de supervivencia de un paciente con cáncer de mama, y/o la probabilidad de recurrencia de la enfermedad en un paciente a ser tratado, o que ha sido tratado, por cáncer de mama, y la probabilidad de un paciente que tiene una forma metastásica de cáncer. Se han identificado seis firmas moleculares, que comprenden doce grupos/series de marcadores moleculares, los cuales tienen relevancia en la determinación del pronóstico de un cáncer de mama dado. Cada firma molecular comprende una pluralidad de marcadores genéticos cuya expresión, ya sea alta o baja con respecto al tejido normal, es indicativa de un resultado dado, tal como supervivencia o recurrencia.|WEN GUO JIANG; University Department of Surgery, Wales College of Medicine, Cardiff University, CF14 4XN, Heath Park, Cardiff, REINO UNIDO|CARDIFF BIOLOGICALS LIMITED; Cardiff Business Technology Centre, Senghennydd Road, CF24 4AY, Cardiff, Inglaterra, , REINO UNIDO|
