Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Marzo
345980|Patente|MX/a/2013/010458|11/09/2013|28/02/2017|<p><i><b>B60T 13/14</b></i>  (2006.01)</p>; <p><b>B60T 7/04</b>  (2006.01)</p>; <p><b>B60T 8/40</b>  (2006.01)</p>; <p><b>B60T 13/66</b>  (2006.01)</p>; <p><b>B60T 13/68</b>  (2006.01)</p>; <p><b>F15B 15/00</b>  (2006.01)</p>|DISPOSITIVO GENERADOR DE PRESIÓN HIDRÁULICA VEHICULAR Y DISPOSITIVO GENERADOR DE FUERZA DE FRENADO VEHICULAR.|Un dispositivo generador de presión hidráulica vehicular donde un primer buje se deforma por compresión debido a la presión de un pistón de simulador que se mueven cuando la presión hidráulica producida cuando se presiona un pedal de freno se transmite a una parte del cilindro. El dispositivo generador de presión hidráulica vehicular mencionado crea características de fuerza de reacción artificiales con respecto a la posición del pedal de freno. El primer buje antes mencionado tiene el tercer módulo elástico, que es más chico que un segundo módulo elástico y se proporciona en paralelo con un primer resorte de retorno. La deformación compresora del primer buje ocurre sobre una segunda región que se sobrepone a la primera región en donde ocurre primero la deformación compresora del resorte de retorno. Esto hace que el pedal de freno se mueva con mayor suavidad, lo que reduce la sensación de incongruencia que resulta de una particularidad con forma de V en las características de fuerza de reacción con respecto a la posición del pedal de freno.|KAZUAKI MURAYAMA [JP]; TAKAAKI OHNISHI [JP]; NOBUTAKE HYODO [JP]; ARATA INOUE [JP]; Wako-shi, Saitama, 351-0193, JP|HONDA MOTOR CO., LTD. [JP]; Tokio, 107-8556, JP|
345981|Patente|MX/a/2012/002872|08/03/2012|28/02/2017|<p><i><b>B62K 11/08</b></i>  (2006.01)</p>; <p><i><b>B62K 19/28</b></i>  (2006.01)</p>|ARMAZON DE CARROCERIA PARA VEHICULO PARA UNA MOTOCICLETA.|Es un objeto de la presente invención proporcionar una técnica mediante la cual, en un armazón de carrocería para vehículo que está configurado de artículos formados mediante trabajo de compresión y en donde se extiende un par de rieles para asiento hacia la izquierda y hacia la derecha en dirección del ancho del vehículo, se puede lograr el aumento de la rigidez de los rieles para asiento. Medios para resolver el problema Un par de rieles izquierdo y derecho para asiento 44L y 44R, incluyen barras principales 61L y 61R, y se proporcionan porciones de reborde superior 72La y 72Ra en las porciones de extremo superior de dichas barras principales izquierda y derecha 61L y 61R en dirección de la altura. Se proporciona un primer travesaño 55 entre dicho par de rieles izquierdo y derecho para asiento 44L y 44R. Se proporcionan porciones dobladas izquierda y derecha del travesaño 66L y 66R en las porciones de extremo izquierda y derecha 65L y 65R del primer travesaño 55, y las porciones de reborde superiores 72La y 72Ra se unen a las porciones dobladas izquierda y derecha del travesaño 66L y 66R.|HIDEAKI NAKAGAWA [JP]; MASAHIKO TAKENAKA [JP]; KIYOTAKA FUJIHARA [JP]; Wako-shi, Saitama, 351-0193, JP|HONDA MOTOR CO., LTD. [JP]; Tokio, 107-8556, JP|
345982|Patente|MX/a/2012/002871|08/03/2012|28/02/2017|<p><i><b>B62K 11/08</b></i>  (2006.01)</p>; <p><i><b>B62J 1/12</b></i>  (2006.01)</p>|MOTOCICLETA.|En un armazón de carrocería para motocicleta compuesto por el uso de componentes comprimidos, una tecnología mediante la cual se puede posicionar y soportar un asiento sin aumentar la cantidad de componentes. Medios para resolver el problema Un armazón de carrocería 11 de una motocicleta que incluye un par de rieles para asiento izquierdo y derecho 44L y 44R. El par de rieles para asiento izquierdo y derecho 44L y 44R incluye las barras principales izquierda y derecha 61L y 61R, y barras secundarias izquierda y derecha 60L y 60R. En la altura de las porciones de extremo superior e inferior de las barras principales 61L y 61R, se proporcionan las secciones de reborde superior e inferior 72La, 72Ra, 72Lb y 72Rb como uniones. Se proporcionaron primeros cauchos 101L y 101R en la parte lateral del asiento 22 soportado por las secciones de soporte del asiento 111L y 111R que se proporcionaron en el lado interior en dirección del ancho del vehículo de las secciones de reborde superiores 72La y 72Ra. Dibujo seleccionado.|HIDEAKI NAKAGAWA [JP]; MASAHIKO TAKENAKA [JP]; KIYOTAKA FUJIHARA [JP]; Wako-shi, Saitama, 351-0193, JP|HONDA MOTOR CO., LTD. [JP]; Tokio, 107-8556, JP|
345983|Patente|MX/a/2015/017711|18/12/2015|01/03/2017|<p><b>B62D 6/04</b>  (2006.01)</p>; <p><i><b>B62D 5/04</b></i>  (2006.01)</p>; <p><i><b>B62D 15/02</b></i>  (2006.01)</p>; <p><i>B62D 137/00</i>  (2006.01)</p>|DISPOSITIVO DE CONTROL DE DIRECCION.|Cuando un actuador de fuerza de reacción de dirección para impartir fuerza de reacción de dirección a una unidad de dirección se controla basándose en una cantidad de control de fuerza de reacción de la dirección, en el cual la fuerza de reacción de dirección aumenta en la dirección en la cual la posición lateral de un vehículo anfitrión se aleja de una línea blanca en la proximidad acorde a la línea blanca, y cuando un accionador de giro para impartir momento de torsión de giro a una pieza giratoria separada mecánicamente de la unidad de dirección, se controla basándose en una cantidad de control de giro en el cual la cantidad de giro aumenta en la dirección en la cual la posición lateral de un vehículo anfitrión se aleja de la línea blanca en proximidad acorde a la línea blanca, la cantidad de control de la fuerza de reacción de la dirección del proceso de supresión de la fuerza de reacción para reducir la cantidad de control de la fuerza de reacción de dirección, se calcula cuando un estado en el cual la cantidad de control de la fuerza de reacción de la dirección ha estado a un valor umbral predeterminado o superior para una longitud predeterminada de tiempo, y el procesamiento de supresión de fuerza de reacción se lleva a cabo para controlar el accionador de fuerza de reacción de dirección basado en la cantidad de control de fuerza de reacción de dirección del procesamiento de la supresión de la fuerza de reacción en lugar de la cantidad de control de la fuerza de reacción de dirección, y mientras tanto, la cantidad de giro se mantiene en el valor que ocurre en el punto de tiempo de inicio del procesamiento de la supresión de la fuerza de reacción cuando se ha iniciado el procesamiento de la supresión de la fuerza de reacción.|HIROKI TANIGUCHI [JP]; Atsugi-shi, Kanagawa, 243-0123, JP|NISSAN MOTOR CO., LTD. [JP]; Yokohama-shi, Kanagawa, 221-0023, JP|
345984|Patente|MX/a/2014/009875|15/08/2014|01/03/2017|<p><i><b>F03D 13/20</b></i>  (2016.01)</p>; <p><b>F03D 80/00</b>  (2016.01)</p>|PLANTA DE ENERGIA EOLICA QUE TIENE UN MODULO DE PROTECCION CONTRA INCENDIOS PARA UN TRANSFORMADOR EN LA TORRE.|La presente invención se refiere a una instalación de energía eólica con una torre (102) que tiene al menos un segmento de torre inferior (102a) y un módulo de protección contra incendios prefabricado (300) para alojar un transformador (500) a prueba de incendios. El módulo de protección contra incendios (300) está ubicado dentro del segmento de torre inferior (102b).|NORBERT HÖLSCHER [DE]; MISCHA BRÄSKE [DE]; Aurich, 26607, DE|WOBBEN PROPERTIES GMBH [DE]; Aurich, 26605, DE|
345985|Patente|MX/a/2014/005922|15/05/2014|01/03/2017|<p><i><b>E02D 27/42</b></i>  (2006.01)</p>; <p><i><b>F03D 13/20</b></i>  (2016.01)</p>|DISPOSITIVO Y PROCEDIMIENTO PARA EL ANCLAJE DE UNA INSTALACION DE ENERGIA EOLICA.|La presente invención se refiere a una sección de anclaje para el anclaje de una torre de una instalación de energía eólica en un cimiento, que comprende un sector de soporte para fijar un segmento de la torre para soportar la torre y un sector de cimiento para fijar con hormigón en una masa de hormigón del cimiento, y el sector de cimiento presenta por lo menos un sector de pie con aberturas de paso para pasar barras de refuerzo.|MEIK SCHACKNIES [DE]; CLAUS GORALSKI [DE]; DE|WOBBEN PROPERTIES GMBH [DE]; Aurich, 26605, DE|
345986|Patente|MX/a/2014/005791|13/05/2014|01/03/2017|<p><b>G01M 3/26</b>  (2006.01)</p>|DETECCION RAPIDA DE FUGAS EN EMPAQUES ESTABLES/HOLGADOS SIN LA ADICION DE GAS DE VERIFICACION.|La invención se refiere a un dispositivo para la detección de fugas en un espécimen a comprobar, que para el espécimen a comprobar 12 comprende una cámara de ensayo 14 que se puede evacuar. La cámara de ensayo está provista con al menos un área de pared hecha de un material flexible, en particular elástico. Para una detección más precisa de fugas se mide la progresión del incremento total de presión dentro de la cámara de ensayo.|SILVIO DECKER [DE]; DANIEL WETZIG [DE]; HJALMAR BRUHNS [DE]; STEFAN MEBUS [DE]; Köln, 50999, DE|INFICON GMBH [DE]; Köln, 50968, DE|
345987|Patente|MX/a/2014/011183|18/09/2014|01/03/2017|<p><i><b>E06C 1/38</b></i>  (2006.01)</p>|SISTEMA BLOQUEADOR DE ESCALAMIENTO PARA ESCALERAS VERTICALES.|La invención se refiere a un sistema de bloqueo de escalamiento para escaleras verticales, en particular de una planta de energía eólica. El sistema de bloqueo de escalamiento tiene al menos un segmento de escalera vertical (20) que tiene una dirección longitudinal y al menos un extremo abierto (20a, 20b) para acomodar un dispositivo amortiguador de caída, el cual se puede mover en vaivén en la dirección longitudinal como un sistema de protección de escalamiento. El sistema de bloqueo de escalamiento también tiene al menos una unidad de bloqueo de escalamiento (10) en el al menos un extremo abierto (20a, 20b) del segmento de escalera vertical (20). La unidad de bloqueo de escalamiento (10) se fija pivotante al segmento de escalera vertical (20) y tiene una posición de bloqueo para bloquear el movimiento de un dispositivo amortiguador de caída en una dirección del segmento de escalera vertical (20) y una posición de paso para permitir el movimiento del dispositivo amortiguador de caída en la dirección longitudinal del segmento de escalera vertical (20) en las dos direcciones.|ARTHUR HERMES [DE]; SIMON ROTH [DE]; Grossefehn, 26629, DE|LOGAER MASCHINENBAU GMBH [DE]; WOBBEN PROPERTIES GMBH [DE]; LOGAER MASCHINENBAU GMBH [DE]; Leer, 26789, DE|
345988|Patente|MX/a/2014/002546|03/03/2014|01/03/2017|<p><i><b>B60S 1/38</b></i>  (2006.01)</p>|DISPOSITIVO LIMPIAPARABRISAS.|Un dispositivo limpiaparabrisas (1) del tipo de escobilla plana, particularmente para automóviles, que comprende un elemento portador elástico, alargado, así como una escobilla limpiadora alargada (2) de un material flexible, que se puede colocar en empalme con el parabrisas a se limpiado, dicha escobilla limpiadora incluye al menos una acanaladura longitudinal (3), en dicha acanaladura está dispuesta al menos una banda longitudinal (4) del elemento portador, dicho dispositivo limpiaparabrisas comprende un dispositivo de conexión (5) para un brazo oscilante (6), en donde dicho brazo oscilante (6) puede ser conectado de manera giratoria a dicho dispositivo de conexión alrededor de un eje pivotante cerca de un extremo del mismo, con la característica especial de que a dicho dispositivo de conexión está conectado a dicha escobilla limpiadora en al menos dos lugares espaciados entre sí en dirección longitudinal de dicha escobilla limpiadora con el fin de distribuir uniformemente una fuerza ejercida por el brazo oscilante en la escobilla limpiadora.|BOLAND, XAVIER [BE]; Arlon, B-6700, BE|FEDERAL-MOGUL S.A. [BE]; Aubange, B-6790, BE|
345989|Patente|MX/a/2015/012883|14/09/2015|01/03/2017|<p><i><b>G06K 9/32</b></i>  (2006.01)</p>|DETECTOR DE PRESENCIA DE LOGOTIPO BASADO EN CARACTERISTICAS DE MEZCLADO.|Un sistema de procesamiento de video detecta una imagen de superposición, tal como un logotipo, en una imagen de una corriente de video, la superposición por ejemplo siendo un logotipo de operadores de radiodifusión; la detección está basada en la evaluación de características de mezclado de un cuadro de imagen; el método de detección de una superposición define primera y segunda áreas dentro de la imagen, la primera y segunda áreas no traslapándose; a continuación se calcula el valor alfa-mezclado para el valor de color medio •de la segunda área con un valor de color de superposición; después, si el valor de color medio de la primera área está más cerca del valor alfa-mezclado que de lo que está del valor de color medio de la segunda área, la superposición puede ser indicada como detectada y definida dentro de la imagen; la detección de la superposición puede ser utilizada para identificar a un propietario de un video, o detectar cuando ocurre un cambio de escena tal como un comercial.|FAISAL ISHTIAQ [US]; KEVIN L. BAUM [US]; Chicago, Illinois, 60640, US|ARRIS TECHNOLOGY, INC. [US]; Suwanee, Georgia, 30024, US|
