Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Julio
340215|Patente|PA/a/2006/004927|03/05/2006|24/06/2016|<i>F24J2/02</i> <b>(2006-01)</b>|HORNO SOLAR DE ALIMENTOS CON RESPALDO ELÉCTRICO.|La presente invención se refiere a un horno solar de alimentos con respaldo eléctrico que comprende: Un cuerpo de cocedor (1) con sus paredes aisladas térmicamente definiendo en su interior una cámara de cocción (25) y una pluralidad de reflectores (4, 5, 7, 9) ajustables angularmente dispuestos perimetralmente a la tapa (6) reflejan los rayos solares sobre la tapa (6) y al interior de la cámara de cocción (25); una base (23) con resistencias eléctricas está dispuesta al fondo de la cámara (25) de cocción caracterizada porque: a. El cuerpo del cocedor (1) es semicilíndrico y está dispuesto giratoriamente sobre una mesa (21); entre la mesa (21) y el cocedor (1) hay un elemento de unión que es un mecanismo de tracción para el giro del cocedor (1): b. el mecanismo de tracción (16, 17, 18) incluye; un perno roscado (17) fijo en un extremo a una primer bisagra (12a) unida al cocedor (1): una segunda bisagra (18) está unida a la mesa (21) y un mecanismo de volante roscado centralmente (16) está fijo a dicha segunda bisagra (18), el perno roscado (17) está acoplado al volante (16) de manera que el giro de este desplaza al perno (17) y este a su vez hace girar al cocedor (1).|JESÚS ANTONIO DEL RÍO PORTILLA [MX]; SAÚL TAPIA SALINAS [MX]; OSCAR ALFREDO JARAMILLO SALGADO [MX]; CUERNAVACA, Morelos, 62240, MX|UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO [MX]; COYOACAN, Distrito Federal, 04510, MX|
340216|Patente|MX/a/2013/014603|11/12/2013|24/06/2016|<i>G01J9/02</i> <b>(2006-01)</b>; <i>G01B9/02</i> <b>(2006-01)</b>|LÁSER HETERODINO ESTABILIZADO EN LONGITUD DE ONDA.|Se describe un láser estabilizado en longitud de onda que al ser heterodino permite determinar por medio de interferencia entre las dos frecuencias el desplazamiento y velocidad del objeto en el que se refleja la radiación. La invención involucra la incorporación de anillos para el ajuste discreto de los valores de la frecuencia intermodal, que es un elemento que no ha sido utilizado en otros desarrollos de fuente para interferómetros y que facilita la operación de una etapa electrónica de baja frecuencia en el procesamiento de las señales de corrección del control de estabilidad. Adicionalmente el uso simplificado de un Fotodiodo y los elementos de polarización adicionados simplifica notablemente el arreglo óptico usado para la discriminación de la señal de error del control facilitando la reducción de tamaño de la fuente laser. El funcionamiento es el descrito, la aplicación se puede llevar a cabo en cualquier situación donde se requiera de medir la posición, la velocidad y la aceleración en los límites impuestos por la tecnología.|RAFAEL QUINTERO TORRES [MX]; HÉCTOR ALFONSO CASTILLO MATADAMAS [MX]; MARCOS MENDOZA RESENDIZ [MX]; Juriquilla, Queretaro, 76230, MX|UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO [MX]; COYOACAN, Distrito Federal, 04512, MX|
340217|Patente|MX/a/2011/013436|16/02/2006|30/06/2016|<i>A61K39/00</i> <b>(2006-01)</b>; <i>A61K39/395</i> <b>(2006-01)</b>|METODO PARA EL TRATAMIETNO Y BIOENSAYO QUE INVOLUCRA EL FACTOR DE INHIBICION DE MIGRACION DE MACROFAGOS (MIF), COMO UN FACTOR DE DEPRESION DEL MIOCARDIO, DERIVADO DEL CORAZON.|La presente invención se refiere a una composición farmacéutica, la cual incluye una cantidad efectiva terapéuticamente de al menos un anticuerpo anti-MIF; y al menos un portador aceptable. Otra modalidad de la presente invención se refiere a una composición farmacéutica, la cual incluye una cantidad efectiva terapéuticamente de al menos un anticuerpo anti-CD74; y al menos un portador aceptable farmacéuticamente. Otra modalidad de la presente invención se refiere a otra composición farmacéutica, la cual incluye una cantidad efectiva terapéuticamente de al menos un anticuerpo anti- TNFR, una cantidad efectiva terapéuticamente de al menos un anticuerpo anti-MIF, y al menos un portador aceptable farmacéuticamente. Otras modalidades de la presente invención se refieren a métodos para tratar o prevenir una disfunción cardiaca, cardiodepresión, disfunción cardiaca asociada con lesiones por quemaduras, mejorar la función cardiaca en un sujeto en seguida de un infarto agudo al miocardio, e identificar un inhibidor del Factor Inhibidor de la Migración de Macrófagos (MIF).|BRETT GIROIR [US]; MONTE WILLIS [US]; VIDAL DE LA CRUZ [US]; THAIS SIELECKI [US]; Dallas, Texas, 75230, US|BOARD OF REGENTS THE UNIVERSITY OF TEXAS SYSTEM [US]; CYTOKINE PHARMASCIENCES, INC. [US]; King of Prusia, Pennsylvania, 19406, US|
340218|Patente|MX/a/2014/005022|25/04/2014|30/06/2016|<i>C08F226/02</i> <b>(2006-01)</b>|MICROPARTICULAS DE COPOLIMERO QUE CONTIENEN VINILAMINA COMO ADITIVOS EN LA FABRICACION DE PAPEL.|Se describe una polimerización de n-vinilformamida de emulsión/dispersión iniciada por radicales libres mediados por tensioactivos, con copolímeros de estireno o estireno sustituido, y sus productos subsecuentes hidrolizados que llevan formamida, amina y funcionalidad estirénica. También se describen los procesos para polimerización, composición polimérica, e hidrólisis de tales polimeros. Estos polímeros que llevan funcionalidad catiónica pueden utilizarse en aplicaciones de fabricación de papel como aditivos de resistencia al secado, aditivos de resistencia a la humedad, auxiliares de retención, auxiliares de drenaje, agentes de encolado, promotores de encolado y agentes de control de resina y material adherente.|SACHIN BORKAR [IN]; Wilmington, DE, 19808, US|SOLENIS TECHNOLOGIES CAYMAN, L.P. [CH]; Schaffhausen, 8200, CH|
340219|Patente|MX/a/2013/014815|13/12/2013|30/06/2016|<i>C07D307/28</i> <b>(2006-01)</b>; <i>C07D307/93</i> <b>(2006-01)</b>; <i>C07D311/94</i> <b>(2006-01)</b>|METODO PARA PRODUCIR ETERES DE ENOL CICLICOS.|La invención se refiere a un método para producir éteres de enol cíclicos de las fórmulas (I) y/o (II).|KLAUS EBEL [DE]; RALF PELZER [DE]; BERNHARD BRUNNER [DE]; CHRISTOPH STOCK [DE]; Lampertheim, 68623, DE|BASF SE [DE]; Ludwigshafen, 67056, DE|
340220|Patente|MX/a/2014/008465|10/07/2014|01/07/2016|<i>B32B5/16</i> <b>(2006-01)</b>; <i>B42D25/369</i> <b>(2014-01)</b>|ARTICULO CON CUADRO DINAMICO FORMADO CON HOJUELAS DE PIGMENTO ALINEADAS.|Se describe un artículo que incluye un sustrato y un componente gráfico que forma una imagen y un componente óptico que incluye hojuelas de pigmento magnéticas alineadas para formar un patrón de cuadro que rodea la imagen. Cuando la luz es incidente sobre las hojuelas de pigmento de una fuente de luz, la luz reflejada del patrón de cuadro forma un cuadro dinámico que rodea la imagen y parece moverse a medida que el sustrato es inclinado con respecto a la fuente de luz. La imagen parece estacionaria cuando el cuadro dinámico parece moverse.|VLADIMIR P. RAKSHA [US]; JOHN HYNES [US]; LAURENCE HOLDEN [GB]; PAUL G. COOMBS [US]; Santa Rosa, California, 95403, US|JDS UNIPHASE CORPORATION [US]; Milpitas, California, 95035, US|
340221|Patente|MX/a/2014/008467|10/07/2014|01/07/2016|<i>B41M1/00</i> <b>(2006-01)</b>; <i>B42D25/369</i> <b>(2014-01)</b>; <i>B42D25/378</i> <b>(2014-01)</b>; <i>B42D25/41</i> <b>(2014-01)</b>|ARTICULO CON PATRONES CURVOS FORMADOS DE HOJUELAS DE PIGMENTO ALINEADAS.|Se describe un artículo con patrones curvos formados de hojuelas de pigmento alineadas. En un artículo impreso, hojuelas magnéticas son alineadas magnéticamente para formar patrones curvos en una pluralidad de secciones transversales normales a una línea imaginaria continua, en donde los radios de los patrones curvos se incrementan a lo largo de la línea imaginaria desde el primer punto al segundo punto. Cuando la luz es incidente sobre las hojuelas de pigmento alineadas de una fuente de luz, la luz reflejada del patrón alineado forma una imagen brillante que parece cambiar gradualmente su forma y moverse de un lado de la línea imaginaria continua a otro lado de la línea imaginaria continua cuando el sustrato es inclinado con respecto a la fuente de luz.|VLADIMIR P. RAKSHA [US]; JOHN HYNES [US]; LAURENCE HOLDEN [GB]; PAUL G. COOMBS [US]; Santa Rosa, California, 95403, US|JDS UNIPHASE CORPORATION [US]; Milpitas, California, 95035, US|
340222|Patente|MX/a/2013/013249|13/11/2013|01/07/2016|<i>A24D3/04</i> <b>(2006-01)</b>; <i>A24D3/06</i> <b>(2006-01)</b>|FILTRO DE ARTÍCULO PARA FUMAR|La presente invención se refiere a un filtro de artículo para fumar (3), caracterizado porque comprende: material de filtro; un miembro contenedor de aditivo (2) para liberar selectivamente el aditivo en el material de filtro, y un miembro de transferencia de aditivo (5) para transferir el aditivo liberado del miembro contenedor de aditivo (2) a la periferia del filtro (3) para indicar que el aditivo ha sido liberado, en donde el miembro de transferencia de aditivo (5) está formado de un material con efecto de mecha adaptado para encender más rápidamente el aditivo que el material de filtro y en donde una región del mismo de transferencia de aditivo (5) está provista en la periferia del filtro (3)|AWTY, EDWARD [GB]; NANDRA, CHARANJIT [GB]; NICHOLLS, JANE [GB]; SPENCER, ALFRED [GB]; Londres, WC2R 3LA, GB|BRITISH AMERICAN TOBACCO (INVESTMENTS) LIMITED [GB]; London, Londres, WC2R 3LA, GB|
340223|Patente|MX/a/2014/005299|30/04/2014|01/07/2016|<i>B32B5/24</i> <b>(2006-01)</b>; <i>B32B5/26</i> <b>(2006-01)</b>; <i>B60R13/00</i> <b>(2006-01)</b>|ARTÍCULO FABRICADO DE UN MATERIAL COMPUESTO MULTICAPA Y MÉTODO PARA LA PREPARACIÓN DEL MISMO|La presente invención se refiere a un artículo fabricado de un material compuesto multicapa que comprende un elemento central (I) colocado entre una primera y una segunda capa de refuerzo (B) para formar una estructura (B) - (I) - (B), dicho elemento central (I) comprende: - una primera y una segunda capa estructural (A), donde cada una comprende por lo menos una estera de fibras punzonadas del tipo termoplástico y/o natural o bien una estera de polímero termoplástico expandido, dichas capas estructurales (A) son impregnadas con una resina termoendurecible; - una tercera capa de refuerzo (B) colocada entre dichas dos capas estructurales (A), dicha primera, segunda y tercera capa de refuerzo (B) consisten en un material fibroso, que comprende uno o más tipos de fibras seleccionadas del grupo que consiste en fibras de vidrio, fibras naturales, fibras de carbono, fibras de basalto, fibras de kevlar, fibras de aramida o una mezcla de tales fibras. La presente invención también se refiere a un proceso para preparar el artículo ya mencionado. El artículo de la invención es especialmente capaz de ser usado como un componente para automóviles.|GIUSEPPE DI SANTE [IT]; MARIO BIGGIO [IT]; MARIO DI PAOLANTONIO [IT]; GIANLUCA GIOVINE [IT]; Roseto Degli Abruzzi (te), I-64026, IT|INDUSTRIALESUD S.P.A. [IT]; Roma, I-00146, IT|
340224|Patente|MX/a/2013/008987|02/08/2013|30/06/2016|<i>G01V1/08</i> <b>(2006-01)</b>; <i>G01V1/38</i> <b>(2006-01)</b>|MÉTODO Y DISPOSITIVO PARA EL CONTROL DINÁMICO DE RETRASOS EN UN CONTROLADOR DE PISTOLA|Se describe un método que controla un retraso de una pistola de aire en una fuente sísmica acuática. El método incluye un paso de recibir un atributo de la pistola de aire durante el estudio sísmico acuático; un paso de calcular, con base en un algoritmo de retraso de tiempo que utiliza el atributo, el tiempo de sincronización de la pistola de aire; un paso de determinar si el tiempo de sincronización es menor que un umbral de tiempo dado; un paso de instruir a un controlador a, (1) esperar un tiempo predeterminado antes de calcular de nuevo el tiempo de sincronización de la pistola de aire si el tiempo de sincronización es menor que el umbral de tiempo dado, o (2) calcular un tiempo de asincronización actualizado para la pistola de aire con base en el atributo si el tiempo de asincronización es mayor que el umbral de tiempo dado; y un paso de enviar el tiempo de asincronización actualizado a un controlador de pistola de la pistola de aire para ajustar un tiempo de retraso para disparar la pistola de aire.|YUAN NI [CN]; CHEIKH NIANG [CN]; RISTO SILIQI [FR]; Massy, 91300, FR|CGG SERVICES SA [FR]; Massy, 91300, FR|
