Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Enero de 2013
306337|Patente|MX/a/2010/004518|23/04/2010|04/01/2013|<i>C02F3/30</i> <b>(2006-01)</b>|SISTEMA Y METODO PARA LA DIGESTION ANAEROBICA DE BIOMASAS.|En este documento se proporcionan métodos y un sistema para la producción de biogas, Biosólidos Clase A clasificados por la Agencia de Protección Ambiental de los Estados Unidos y un fertilizador líquido orgánico con contenido reducido de agentes patógenos. A través de la digestión de materiales de desecho utilizando fases secuenciales en un proceso de digestión eficiente, una eficiencia mejorada de conversión de biomasa y una generación mejorada de productos (en cantidad y/o calidad) se obtienen con una reducción significativa en el tiempo de inactividad en cada fase.|JOHNSON, DETLEV, K.; 452 Meadowhill Dr., 76126, Forth Worth, Texas, E.U.A.|LANDMARK STRUCTURES I, LP; 1665 Harmon Road, 76177, Forth Worth, Texas, E.U.A.|
306338|Patente|MX/a/2008/003221|07/03/2008|04/01/2013|<i>B01J38/30</i> <b>(2006-01)</b>; <i>B01J38/00</i> <b>(2006-01)</b>|DISTRIBUIDOR DE CATALIZADOR AGOTADO DE TRIPO DE BAÑERA MEJORADO PARA LA REGENERACION CONTRACORRIENTE EFECTIVA EN UNIDADES DE CRAQUEO CATALITICO FLUIDO.|Un regenerador de catalizador agotado mejorado que contiene sub-canales que se ramifican del canal principal, canales de distribución que se extienden hacia afuera de los lados del canal principal y los sub-canales y tubos de flujo descendente que se extienden hacia abajo del fondo del canal principal y los sub-canales.|CHRIS SANTNER; EUSEBIUS GBORDZOE; HARVEY MCQUISTON; 15943 Ivy Bridge Lane, 77095, Houston, Texas, E.U.A.|STONE & WEBSTER PROCESS TECHNOLOGY, INC.; 1430 Enclave Parkway, 77077, Houston, Texas, E.U.A.|
306339|Patente|MX/a/2009/014038|18/12/2009|02/01/2013|<i>B65H19/10</i> <b>(2006-01)</b>|GRUPO ALIMENTADOR DE UNA CINTA DE EMPAQUE DESDE CARRETES, CON UN CAMBIO AUTOMATICO DEL CARRETE, PARA MAQUINAS EMPACADORAS DE OBJETOS.|La presente invención se refiere a un grupo alimentador de una cinta de empaque a partir de carretes con un cambio automático del carrete para una máquina empacadora de objetos que comprende: un carril (13) de alimentación a lo largo del cual la cinta de empaque se mueve a la zona (45) de uso de la misma; medios (14) para cortar transversalmente la cinta (11) que se localizan al principio del carril de alimentación; medios (17A) para soportar un primer carrete (12A) de la cinta (11A) de material de empaque delgado y medios (17B) para soportar un segundo carrete (12B) de cinta (11B) de material de empaque delgado; un primer carril (20A) de entrada de la primera cinta (11A) del primer carrete (12A) al carril (13) de alimentación; un segundo carril (20B) de entrada de la segunda cinta (11B) del segundo carrete (12B) al carril (13) de alimentación; primeros medios (21A) para avanzar, para introducir o extraer el extremo delantero de la primera cinta (11A) en o del carril (13) de alimentación; segundos medios (21B) para avanzar, para introducir o extraer el extremo delantero de la segunda cinta (11B) en o del carril (13) de alimentación; siendo que esto comprende que mientras la cinta (11) se encuentra en una etapa de uso, la otra cinta (11) se encuentra estacionaria con un extremo delantero de la misma localizado a la entrada del carril (13) de alimentación, y además, cuando el carrete (12A, 12B) que suministra la cinta (11) se agota la cinta (11A, 11B) se corta y los medios (21A, 21B) para avanzar se activan con el fin de extraer del carril (13) de alimentación el extremo delantero de la cinta cortada, mientras que los otros medios (21B, 21A) para avanzar se activan para introducir un extremo delantero de la otra cinta (11B, 11A) en el carril (13) de alimentación, caracterizado porque los primeros medios (21A) para avanzar y los segundos medios (21B) para avanzar comprenden un rodillo (22) central de arrastre que se impulsa en dos direcciones y dos rodillos (23a, 23b) laterales de contraste locos que mediante comando se pueden aproximar y alejar recíprocamente con relación al rodillo (22) central, siendo que cada uno de los dos rodillos (23a, 23b) laterales de contraste locos están destinados a presionar la cinta (11) respectiva contra el rodillo (22) central.|GIACOMO MAGRI; 7, Via Provinciale, I-43020, Beduzzo (Parma), ITALIA|A.C.M.I. SOCIETA´PER AZIONI; 60, Via G. Di Vittorio, I-43045, Fornovo Di Taro (Parma), ITALIA|
306340|Patente|MX/a/2009/013147|03/12/2009|02/01/2013|<i>A61F2/44</i> <b>(2006-01)</b>|IMPLANTE.|La presente invención se refiere a un implante para la implantación entre cuerpos vertebrales de la columna vertebral, que tiene un componente de implante (2) configurado como un manguito (3), que posee en al menos uno de sus extremos libres una placa de extremo (4), la cual está asociada con una abertura pasante (10) que está en comunicación con la cavidad del manguito (3), el implante estando caracterizado porque en la placa de extremo (4) se encuentra formada una cavidad (5) con simetría de rotación en el lado orientado hacia el componente de implante (2), la cual es guiada por su pared .lateral (8) en un reborde anular (6) del componente de implante (2), el cual es delimitado por una ranura anular (7), y porque la placa de extremo (4) está provista con una ranura (11) que se extiende de la circunferencia externa hasta la abertura pasante y los lados así formados son conectables entre sí en forma separable mediante la placa de extremo (4) en forma de anillo.|LEONIE GERNER; Fünf-Bäume-Weg 95, 89081, Ulm, ALEMANIA|ULRICH GMBH & CO. KG; Buchbrunnenweg 12, 89081, Ulm, ALEMANIA|
306341|Patente|MX/a/2010/000028|07/01/2010|02/01/2013|<i>E21B43/00</i> <b>(2006-01)</b>|SISTEMA DE LEVANTAMIENTO ARTIFICIAL PARA POZOS AGOTADOS O MARGINALES.|La presente invención se refiere a un sistema de extracción de fluido para remover fluido de un pozo, el sistema está caracterizado porque comprende: una unidad de extracción superior; un recipiente de extracción móvil en relación con la unidad de extracción superior entre una posición baja en donde el recipiente de extracción se encuentra en el pozo y el fluido entra en el recipiente de extracción, y una posición alta en la cual el fluido se drena del recipiente de extracción en donde el recipiente de extracción comprende una parte superior, un fondo, una configuración abierta, una configuración cerrada y un engranaje lineal; un conjunto de válvula en el recipiente de extracción; y, una bandeja de drenaje acoplada de manera móvil a la unidad de extracción superior; en donde el movimiento del recipiente de extracción desde la posición baja a la posición alta mueve la bandeja de drenaje hacia una posición en la cual hace contacto con el fluido mientras éste se drena del recipiente de extracción.|MARÍA ALEJANDRA ALVARADO VARGAS; Avenida Fuerzas Aéreas, Sector Base Aragua., Residencias Parque Choroni III, (Diagonal al Hiperjumbo Mall y Centro Comercial Pargue Aragua). Piso Nº 12, Apartamento 12-2, Torre B Maracay, Aragua, VENEZUELA|INTEVEP, S.A.*; Apartado 76343, 1070A, Caracas, VENEZUELA|
306342|Patente|MX/a/2010/004088|15/04/2010|02/01/2013|<i>F23D14/04</i> <b>(2006-01)</b>; <i>F23D14/00</i> <b>(2006-01)</b>|QUEMADOR DE GAS MEJORADO.|La presente invención se refiere a un quemador de gas provisto con una pluralidad de coronas de flama concéntricas y circulares, el quemador de gas está caracterizado porque comprende: un primer quemador central configurado para suministrar un primer anillo de flama periférica; un segundo quemador anular que rodea dicho primer quemador central a una distancia predeterminada a fin de formar una cámara de forma substancialmente anular que tiene una pared interior y una pared exterior, y está configurada para suministrar al menos un segundo anillo de flama periférica; un cuerpo de quemador configurado para ser montado en una superficie de una hornilla; una primera entrada de gas en comunicación con dicho cuerpo de quemador, un primer inyector de gas que tiene un eje orientado verticalmente; dicho primer quemador central tiene una primera cámara configurada para la difusión de una mezcla de aire/gas, dicha primera cámara tiene una parte superior y una pluralidad de puertos configurados y dispuestos para permitir que la mezcla aire/gas salga, siendo colocados en un borde superior de dicho primer quemador, y teniendo dicha parte superior de la primera cámara cerrada por una primera cubierta; y una segunda entrada de gas en comunicación con dicho cuerpo de quemador, en donde dicha cámara de forma substancialmente anular del segundo quemador anular incluye una primera cámara y una segunda cámara, dichas primera y segunda cámaras son cámaras separadas y están configuradas para la difusión de la mezcla aire/gas, cada cámara de dichas primera y segunda cámaras tiene una parte superior y una pluralidad de puertos configurados y dispuestos para permitir que la mezcla aire/gas salga, y están colocados en un borde superior de dicho segundo quemador anular, y dicha parte superior de cada una de la primera y segunda cámaras está cerrada por una segunda cubierta, en donde dicha segunda entrada de gas está en comunicación con dicha primera y segunda cámaras separadas a través de un dispositivo de inyección y transporte, dicho dispositivo de inyección y transporte comprende: un primer inyector y un segundo inyector, dichos primero y segundo inyectores son distintos y están en comunicación con dicha segunda entrada de gas; y primero y segundo tubos Venturi dispuestos horizontalmente, cada uno de dichos primero y segundo tubos Venturi está configurado para suministrar la mezcla aire/gas a dichas primera y segunda cámaras de difusión, respectivamente, en donde dichas primera y segunda cámaras de difusión están físicamente separadas y no en comunicación una con la otra, en donde dichos primero y segundo inyectores son horizontales y separados uno del otro y están colocados en un primer extremo de dicha segunda entrada de gas, en donde dichos primero y segundo inyectores están colocados en una parte inferior de dicho cuerpo de quemador y sustancialmente en una parte de un primer lado de dicho cuerpo de quemador, y están orientados hacia un segundo lado de dicho cuerpo de quemador, dicho segundo lado es opuesto a dicho primer lado y en donde dichos primero y segundo inyectores horizontales se separan de dicha segunda entrada de gas con un ángulo agudo.|PIERO ARMANNI; MARCO STARNINI; NICO BIAGIOLI; CEDRIC CATALOGNE; Piazza Melozzo 3, I-47100, Forli, ITALIA|ELECTROLUX HOME PRODUCTS CORPORATION N.V.; Belgicastraat 17, B-1930, Zaventem, BELGICA|
306343|Patente|MX/a/2009/011149|16/10/2009|02/01/2013|<i>C07D401/12</i> <b>(2006-01)</b>; <i>C07D231/56</i> <b>(2006-01)</b>; <i>C07D241/42</i> <b>(2006-01)</b>; <i>C07D249/18</i> <b>(2006-01)</b>; <i>C07D265/36</i> <b>(2006-01)</b>; <i>C07D319/18</i> <b>(2006-01)</b>; <i>C07D417/12</i> <b>(2006-01)</b>|LIGANDOS DE RECEPTOR DE VAINILLOIDE NOVEDOSOS Y EL USO DE LOS MISMOS PARA LA PRODUCCION DE SUSTANCIAS FARMACEUTICAS.|La presente invención se relaciona con ligandos de receptor vainilloide novedosos, un método para la producción de los mismos, sustancias farmacéuticas que contienen dichos compuestos y el uso de tales compuestos para la producción de sustancias farmacéuticas.|BERND SUNDERMANN; KLAUS SCHIENE; THOMAS CHRISTOPH; ROBERT FRANK; GREGOR BAHRENBERG; JEAN DE VRY; DEREK JOHN SAUNDERS; JEEWOO LEE; Tiannenmühlenweg 8, 61381, Friedrichsdorf, ALEMANIA|GRÜNENTHAL GMBH.*; Zieglerstrasse 6, 52078, Aachen, ALEMANIA|
306344|Patente|MX/a/2008/007942|19/06/2008|02/01/2013|<i>C07C319/04</i> <b>(2006-01)</b>; <i>A01N37/44</i> <b>(2006-01)</b>; <i>C07C211/01</i> <b>(2006-01)</b>; <i>C07C69/66</i> <b>(2006-01)</b>|DERIVADOS ORGANICOS, SUS SALES Y USO CORRESPONDIENTE PARA EL CONTROL DE FITOPATOGENOS.|Se describen compuestos orgánicos capaces de formas sales cuaternarias, las cuales tienen una estructura de fórmula general (I) (ver fórmula (I)) y su utilización para el control de hongos fitopatógenos.|LUCIO FILIPPINI; MARILENA GUSMEROLI; SILVIA MORMILE; LUIGI MIRENNA; Corso Vercelli, 83/S, I-28100, Novara, ITALIA|ISEM S.R.L.; Via Caldera 21, 20153 Milano, Italia, , ITALIA|
306345|Patente|PA/a/2006/008700|02/08/2006|02/01/2013|<i>C07K16/00</i> <b>(2006-01)</b>|ANTICUERPOS ANTI-CD38 HUMANOS Y USOS PARA LOS MISMOS.|La presente invención proporciona regiones de unión de antígeno recombinante y anticuerpos así como fragmentos funcionales que contienen tales regiones que unen antígeno, que son específicos para CD38, los cuales juegan un papel integral en diversos trastornos o condiciones. En consecuencia, estos anticuerpos se pueden utilizar para tratar, por ejemplo, cánceres hematológicos tales como mieloma múltiple. Los anticuerpos de la invención también se puede utilizar en el campo de diagnóstico así como para investigar el papel de CD38 en el progreso de trastornos relacionados con cánceres. La invención también proporciona secuencias de ácido nucleico que codifican para los anticuerpos anteriores, vectores que contienen los mismos, composiciones farmacéuticas y equipos con instrucciones para uso. La invención también proporciona epítopos novedosos aislados de CD38 y métodos para uso de los mismos.|MICHAEL TESAR; UTE JAGER; Karolingerstrasse 26, 82362, Weilheim, ALEMANIA|MORPHOSYS AG; Lena-Christ-Strasse 48, 82152, Martinsried/Planegg, ALEMANIA|
306346|Patente|MX/a/2011/008934|14/10/2004|04/01/2013|<i>C01B3/36</i> <b>(2006-01)</b>; <i>B01J7/00</i> <b>(2006-01)</b>; <i>C01B3/02</i> <b>(2006-01)</b>; <i>C01B3/24</i> <b>(2006-01)</b>; <i>C01B3/26</i> <b>(2006-01)</b>; <i>C01B6/24</i> <b>(2006-01)</b>|PROCESADOR DE COMBUSTIBLE DE REFORMADO CON VAPOR, ENSAMBLE DE QUEMADOR Y METODOS PARA SU OPERACION.|Se proporciona un ensamble (400') de quemador que recibe por lo menos una corriente (408) de combustible líquido o gaseoso que se mezcla con la corriente con aire (410) y que quema la corriente mezclada para proporcionar calor para un procesador de combustible. La corriente (408) de combustible de ensamble de quemador puede originar por lo menos una corriente de combustible producida por el procesamiento de combustible o el sistema de celda de combustible y tener la misma composición que la corriente que es suministrada para propósitos de no combustión a otra porción del procesamiento de combustible o del sistema de celda de combustible. Adicionalmente, el ensamble (400') de quemador puede recibir y vaporizar la corriente (82) de combustible que incluye a la misma materia prima que contiene carbono y que tiene la misma composición general que la corriente de suministro desde la cual el procesador de combustible, por ejemplo un reformador de vapor, produce hidrógeno gaseoso.|DAVID J. EDLUND; WILLIAM A. PLEDGER; REDWOOD STEPHENS; R. TODD STUDEBAKER; CURTIS RENN; DARELL J. ELLIOTT; ALAN E. HAYES; 1698 Davenport, 97701, Bend, Oregon, E.U.A.|IDATECH, LLC; 63160 Britta Street, 97701, Bend, Oregon, E.U.A.|
