Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Octubre de 2013
313745|Patente|MX/a/2012/010026|30/08/2012|26/09/2013|<i>G01F23/26</i> <b>(2006-01)</b>; <i>G01V3/08</i> <b>(2006-01)</b>|UNA SONDA QUE INDICA LOS LIMITES ENTRE MATERIALES.|La presente invención describe un método, aparato y programa informático para detectar las ubicaciones de los límites entre los distintos materiales en un volumen de medición deseado. El aparato utiliza al menos una sonda de medición, cuyos electrodos se caracterizan porque ellos en conjunto forman una configuración que difiere de una línea recta. Además, se puede observar también un volumen a una distancia mayor de la configuración por la configuración de modo que las mediciones se puedan realizar de manera remota y, por otro lado, el aparato se mantenga inalterado en las diversas situaciones de mediciones. Por medio de la medición de tomografía de impedancia eléctrica y al aplicar, por ejemplo, el llamado método 1D-s- o métodos de aprendizaje automático, se detectan las distribuciones de conductividad eléctrica en el volumen medido. Como resultado, se detectan las ubicaciones de los posibles límites entre los distintos materiales o por ejemplo, los espesores de las distintas capas de materiales.|JUHA REUNANEN; ANSSI LEHIKOINEN; MARKO VAUHKONEN; JARI KAIPIO; Helsinki, 00500, FI|OUTOTEC OYJ; Espoo, FI-02200, FI|
313746|Patente|MX/a/2012/009501|16/08/2012|26/09/2013|<i>H01F27/28</i> <b>(2006-01)</b>; <i>H02J9/06</i> <b>(2006-01)</b>|TRANSFORMADOR FERRORESONANTE PARA USO EN SUMINISTROS DE ENERGIA ELECTRICA ININTERRUMPIBLE.|Un transformador ferroresonante comprende un núcleo, un colector principal, primeros bobinados, segundos bobinados, y terceros bobinados. El colector principal dispuesto con relación al núcleo para definir costados primario y secundario del transformador ferroresonante. Los primeros bobinados están dispuestos en el costado primario del transformador ferroresonante y están funcionalmente conectados a la fuente de poder primaria. Los segundos bobinados están dispuestos en el costado secundario del transformador ferroresonante y están conectados operativamente a la fuente de poder secundaria. Los terceros bobinados están dispuestos en el costado secundario del transformador ferroresonante y están funcionalmente conectados al capacitor resonante. Cuando está presente una señal primaria en los primeros bobinados, se presenta una primera señal de salida en cuando menos una porción de los terceros bobinados. Cuando está presente una potencia secundaria en los segundos bobinados, está presente una segunda señal de salida en al menos una porción de los terceros bobinados.|THANH LE; LITCHO DATZOV; JAMES RICHARDSON; Bellingham, Washington, 98226, US|ALPHA TECHNOLOGIES, INC.*; Bellingham, Washington, 98226, US|
313747|Patente|MX/a/2011/002609|10/03/2011|25/09/2013|<i>B67D1/04</i> <b>(2006-01)</b>|APARATO PARA PRESERVAR Y SERVIR VINO POR COPA, U OTRO LIQUIDO QUE PUEDE SER AFECTADO POR EXIGENO.|La presente invención se refiere a un dispositivo (100) para preservar y servir, de una botella, líquido por copa que puede ser afectado por oxígeno tal como vino, bombeando gas inerte presurizado en una botella (40'). El dispositivo comprende una porción de acoplamiento (10) adaptada para acoplarse con un suministro de gas presurizado, un cuerpo central (20), y una porción de sujeción (30) a la botella (40'), en particular, a un cuello de botella (40) . El cuerpo central (20) proporciona un ducto de entrada (21) del gas presurizado, ya asociado con una válvula de entrada (24), y un ducto de suministro (22) del líquido, asociado con una válvula de suministro (25), el cual extrae el líquido de la botella (40') y lo lleva a una boca de suministro (23). En particular al menos una entre la válvula de entrada (24) y la válvula de suministro (25) es una válvula piloto, la cual es pilotada por la presión del gas inerte. Además, se proporciona un canal piloto (26), (29) en comunicación con un puerto piloto (27), (28) presente en la porción de acoplamiento (10) y en comunicación con la válvula piloto.|VANDAELE, JACQUES, VALERE; Wielsbeke - West Flanderen, B-8710, BE|WINEFIT S.R.I.; Calenzano, I-50041, IT|
313748|Patente|MX/a/2011/010594|07/10/2011|01/10/2013|<i>A01N43/60</i> <b>(2006-01)</b>; <i>A01N43/38</i> <b>(2006-01)</b>; <i>A01P13/02</i> <b>(2006-01)</b>; <i>A01P21/00</i> <b>(2006-01)</b>|USO DE TAXTOMINA PARA EL CONTROL SELECTIVO DE MALEZAS EN EL ARROZ Y DE BASE ACUATICA.|La presente invención se refiere al uso de un metabolito secundario bacteriano, taxtomina, como un herbicida eficaz sobre malezas de hoja ancha, juncia y pasto, por ejemplo, en campos de arroz sin citotoxicidad para el arroz así como también sobre malezas de base acuática.|DANIEL LEEP; LISA DORICCHI; MARÍA JULIA PEREZ BAZ; FRANCISCO ROMERO MILLAN; ROSA ISABEL FERNANDEZ CHIMENO; Lindenhurst, Delaware, 60046, US|MARRONE BIO INNOVATIONS, INC.*; Davis, California, 95618, US|
313749|Patente|MX/a/2012/004021|03/04/2012|30/09/2013|<i>H04K1/10</i> <b>(2006-01)</b>|SISTEMAS Y METODOS PARA TRANSMITIR CONTENIDO DE MEDIO MEDIANTE TRANSMISION DE RADIODIFUSION DIGITAL PARA PRESENTACION SINCRONIZADA POR RECEPTOR.|Se describen sistemas, métodos, y medios legibles por procesador para codificar y transmitir un primer contenido de medios, segundo contenido de medios e instrucciones de activación para un receptor de radiodifusión digital de manera que las instrucciones de activación lleguen para su ejecución inmediata para activar la presentación inmediata del segundo contenido de medios en sincronización con el primer contenido de medios.|HARVEY CHALMERS; JOSEPH F. D'ANGELO; STEVEN ANDREW JOHNSON; MUTHU GOPAL BALASUBRAMANIAN; JEFFREY RANKEN DETWEILER; RUSSELL IANNUZZELLI; STEPHEN DOUGLAS MATTSON; GIRISH K. WARRIER; ALBERT D. SHULDINER; Ellicott City, MD, 21042, US|IBIQUITY DIGITAL CORPORATION; Columbia, MD, 21046, US|
313750|Patente|MX/a/2011/004566|29/04/2011|01/10/2013|<i>A47L9/00</i> <b>(2006-01)</b>; <i>A47L9/32</i> <b>(2006-01)</b>|ASPIRADORA ROBOTICA QUE COMPRENDE UNA AGARRADERA DE DETECCION.|La presente invención se refiere a una aspiradora robótica que comprende medios de sensor para detectar contacto físico con objetos estacionarios en el ambiente de la aspiradora, caracterizada porque la aspiradora comprende una agarradera para transportar la aspiradora a mano, cuya agarradera puede girar entre una primera posición por medio de la cual la agarradera está en una posición vertical sustancial con el fin de transportar la aspiradora, y una segunda posición por medio de la cual la agarradera está localizada cerca del cuerpo de la aspiradora, por lo cual los medios de sensor pueden detectar fuerzas ejercidas sobre la agarradera cuando la agarradera está en la segunda posición.|AUKE-JAN VEENSTRA; AE Eindhoven, NL-5656, NL|KONINKLIJE PHILIPS ELECTRONICS N.V.; BA Eindhoven, NL-5621, NL|
313751|Patente|MX/a/2010/012896|25/11/2010|01/10/2013|<i>C07D211/96</i> <b>(2006-01)</b>; <i>A61K31/4166</i> <b>(2006-01)</b>; <i>A61K31/451</i> <b>(2006-01)</b>; <i>A61K31/495</i> <b>(2006-01)</b>; <i>A61P3/06</i> <b>(2006-01)</b>; <i>C07D233/38</i> <b>(2006-01)</b>; <i>C07D241/04</i> <b>(2006-01)</b>; <i>C07D241/08</i> <b>(2006-01)</b>; <i>C07D401/10</i> <b>(2006-01)</b>; <i>C07D413/12</i> <b>(2006-01)</b>|DERIVADOS DE IMIDAZOLIDINA.|La invención se relaciona con derivados novedosos de imidazolidina de fórmula (I): en donde R1 a R3, A, D y E son como se definen en la descripción y en las reivindicaciones, así como también las sales y ésteres fisiológicamente aceptables de estos. Estos compuestos se unen con los LXR alfa.y LXR beta y pueden usarse como medicamentos.|HENRIETTA DEHMLOW; TANJA SCHULZ-GASCH; ULRIKE OBST SANDER; MATTHEW WRIGHT; Loerrach, D-79540, DE|F. HOFFMANN-LA ROCHE AG.*; Basilea, CH-4070, CH|
313752|Patente|MX/a/2010/007886|19/07/2010|01/10/2013|<i>B62J27/00</i> <b>(2006-01)</b>; <i>B62J1/12</i> <b>(2006-01)</b>; <i>B62K5/00</i> <b>(2013-01)</b>|VEHICULO DE TODO TERRENO QUE TIENE ARREGLO DE AGARRADERA DE MANO PARA PASAJERO.|Se describe un ATV (10), el cual incluye un, montaje de pedestal (40) incorporado en los huecos para pies, los cuales cooperan con un asiento removible de pasajero (36). Además, el asiento de pasajero es agregado o removido, de manera selectiva, del ATV por medio de un montaje de enganche (42). Las agarraderas de mano (44, 44´) flanquean el asiento removible y son acopladas con un panel posterior de accesorio (34). El panel posterior de accesorio también incluye un sujetador de copa integrado (46) y los amarres de armazón (48) son formados en el panel frontal o trasero de accesorio.|RICHARD D. RIPLEY; ROY A. SUNSDAHL; SCOTT D. TAYLOR; Rush City, Minnesota, 55069, US|POLARIS INDUSTRIES INC.*; Medina, Minnesota, 55340, US|
313753|Patente|MX/a/2012/004808|24/04/2012|01/10/2013|<i>C07D405/04</i> <b>(2006-01)</b>; <i>A01N43/56</i> <b>(2006-01)</b>|FUNGICIDAS DE AZOLIL BENCENO HETEROBICICLO-SUSTITUIDOS.|La presente invención se refiere a compuestos de Fórmula 1, que incluyen todos los estereoisómeros, N-óxidos, y sales de estos,(Ver Formula) en donde Y es un anillo heterocíclico de 5 miembros, parcial o completamente insaturado que contiene 2-4 átomos de carbono y 2-3 átomos de nitrógeno como miembros del anillo, el anillo sustituido con Z en un átomo del miembro anular conectado a través de un solo átomo del miembro anular adyacente al átomo del miembro anular que une el anillo heterocíclico al anillo de fenilo de la Fórmula 1, y opcionalmente sustituido además con hasta 2 sustituyentes independientemente seleccionados de R5 en los miembros anulares del átomo de carbono y de R6 en los miembros anulares del átomo de nitrógeno; Z es un sistema anular heterobicíclico fusionado de 8, 9, 10 u 11 miembros que contiene miembros anulares seleccionados de átomos de carbono y 1 a 4 heteroátomos independientemente seleccionados de hasta 2 átomos de O, hasta 2 átomos de S, y hasta 4 átomos de N, en donde hasta 3 miembros anulares del átomo de carbono se seleccionan independientemente de C(=O) y C(=S), y los miembros anulares del átomo de azufre se seleccionan independientemente de S(=O)u (tNR7)z, el sistema anular opcionalmente sustituido con sustituyentes independientemente seleccionados de R8 en los miembros anulares del átomo de carbono y de R9 en los miembros anulares del átomo de nitrógeno; y R1, R2 R3, R4, R5, R6, R7, R8, R9, u y z son como se definen en la descripción. Se describen, además, composiciones que contienen los compuestos de Fórmula 1 y métodos para controlar enfermedades de las plantas causadas por un patógeno fúngico; el método comprende aplicar una cantidad eficaz de un compuesto o una composición de la invención.|ANDREW EDMUND TAGGI; JOHN LAWRENCE ANDREASSI, II; Newark, Delaware, 19711, US|E.I. DU PONT DE NEMOURS AND COMPANY.*; Wilmington, Delaware, 19898, US|
313754|Patente|MX/a/2012/001801|10/02/2012|01/10/2013|<i>G01F1/20</i> <b>(2006-01)</b>|MONITOREO DE RENDIMIENTO DE HIDROCICLONES INDIVIDUALES UTILIZANDO MEDICION DE FLUJO DE SUSPENSION DE BASE DE SONAR.|Se presenta un aparato de monitoreo y un sistema configurado para responder a las señales que contienen información acerca de la propagación de sonido a través de una suspensión que fluye en parte, que incluye tuberías de excedente, de los ciclones que operan en paralelo en una batería, y determinar el rendimiento de los ciclones individuales. El proceso de señal podría formar parte de un sistema no invasivo de monitoreo pasivo de base acústica, que comprende ciclones y sensores, en donde los ciclones son configurados en paralelo para formar una batería de ciclón con el propósito de procesar una suspensión, cada ciclón tiene una tubería de excedente que proporciona alguna porción de la suspensión que fluye en la batería de ciclón, en donde cada sensor es configurado para montarse en una respectiva tubería de excedente de un respectivo ciclón, para responder a la propagación de sonido a través de la suspensión que fluye en la respectiva tubería de excedente del respectivo ciclón, y para proporcionar una respectiva señal que contiene información acerca de la propagación de sonido a través de la suspensión que fluye en la respectiva tubería de excedente del respectivo ciclón.|DOUGLAS H. LOOSE; ROBERT J. MARON; CHRISTIAN VICTOR O'KEEFE; ALEX M. VAN DER SPEK; PAUL JOSEPH ROTHMAN; Southington, Connecticut, 06489, US|CIDRA CORPORATE SERVICES, INC.*; Wallingford, Connecticut, 06492, US|
