Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Octubre de 2014
324022|Patente|MX/a/2007/008652|17/07/2007|30/09/2014|<i>C21D1/613</i> <b>(2006-01)</b>; <i>C21D1/767</i> <b>(2006-01)</b>|CELDA DE TEMPLE CON GAS PARA PARTES DE ACERO.|La invención se refiere a un método para templar una carga de acero al hacer fluir un gas alrededor de la carga usando un medio de impulsión de gas. El medio de impulsión de gas se controla tal que el gas fluya alrededor de la carga a una velocidad que varía de acuerdo al perfil de velocidad, al menos una parte del cual comprende, sucesivamente, una etapa a una primera velocidad (44) y una etapa a una segunda velocidad (46) que es mayor que la primera.|AYMERIC GOLDSTEINAS [FR]; JEAN BERLIER [FR]; Voreppe, F-38340, FR|ETUDES ET CONSTRUCTIONS MECANIQUES [FR]; Technisud, Grenoble, F-38100, FR|
324023|Patente|MX/a/2011/007637|23/06/2006|30/09/2014|<i>A24F25/00</i> <b>(2006-01)</b>; <i>B01D47/16</i> <b>(2006-01)</b>|UN APARATO DIFUSOR DE PRODUCTO QUIMICO DE TIPO SOPLADOR CARACTERIZADO POR UN CUERPO DE CARCASA QUE DA CABIDA A UN SOPLADOR Y A UNA BATERIA.|La presente invención se refiere a un aparato difusor de producto químico de tipo soplador caracterizado porque comprende: un cuerpo de carcasa de aparato que comprende un primer cuerpo de carcasa lateral y un segundo cuerpo de carcasa lateral contraparte acoplados entre sí en forma abrible por una bisagra, teniendo el primer cuerpo de carcasa lateral un rebajo de montaje del soplador, una sección de corriente de aire y un rebajo que da cabida a la batería, y teniendo el segundo cuerpo de carcasa lateral una sección de corriente de aire espaciada de la sección de corriente de aire en el primer cuerpo de carcasa lateral; un soplador de aire que comprende un ventilador adaptado para rotación por un motor, estando el ventilador y el motor montados en el rebajo de montaje del soplador; un cartucho de producto químico superpuesto con el soplador de aire en una dirección de espesor tal que el soplador y el cartucho de producto químico comparten un mismo eje central a lo largo de la dirección de espesor, el cartucho de producto químico se dispone entre el soplador de aire en el primer cuerpo de carcasa lateral y la sección de corriente de aire en el segundo cuerpo de carcasa lateral; y una batería que es aceptada en forma removible en el rebajo que da cabida a la batería; en donde el rebajo que da cabida a la batería y el rebajo de montaje del soplador están directamente adyacentes entre si en una dirección plana y posicionados para que no se superpongan en la dirección de espesor; y en donde el cartucho de producto químico contiene un cuerpo impregnado con producto químico que tiene un portador en la forma de una lámina impregnada con un producto químico.|SATOSHI YAMASAKI [JP]; KAZUNORI YAMAMOTO [JP]; SHINYA KAWAMURA [JP]; YASUHARU TAKEI [JP]; TAKAO JO [JP]; Hatsukaichi-shi, Hiroshima, 738-0014, JP|FUMAKILLA LIMITED [JP]; Chiyoda-ku, Tokio, 101-8606, JP|
324024|Patente|MX/a/2013/008700|06/08/2010|01/10/2014|<i>B65D41/62</i> <b>(2006-01)</b>; <i>B65D49/04</i> <b>(2006-01)</b>; <i>B65D51/18</i> <b>(2006-01)</b>|CAPSULA PARA UN CIERRE DE BOTELLAS.|La presente invención se refiere a una cápsula para un cierre de botellas formada por dos tramos unidos entre si y desvinculables tras una operación de rasgado en la primera apertura del cierre: un primer tramo inferior con forma de faldón externo (6.5) destinado a permanecer fijo a la botella (1) tras el rasgado; y, un segundo tramo superior retirable mediante la operación de rasgado, configurada para no tener contacto directo con dicha botella, en donde el primer tramo inferior de la cápsula (6) dispone de medios de fijación (6.1) destinados a quedar unidos o bien a un vertedor (3) de la botella (1) o bien directamente a la botella (1) dando lugar a una retención axial en ambos sentidos y con la posibilidad de permanecer unido al vertedor (3) o a la botella (1) tras la operación de rasgado y, el segundo tramo superior de la cápsula (6), dispone de una banda de rasgado (6.3) sobre la cara lateral de dicha cápsula (6) definida mediante dos líneas de debilitamiento (6.2), estando estas líneas de debilitamiento (6.2) situadas por encima, según la dirección axial de los medios de fijación (6.1) que unen el tramo inferior de la cápsula (6) y el vertedor (3), caracterizada porque la pared interna dispone de uno o más nervios (6.7) sobre la línea de debilitamiento entre la banda de rasgado (6.3) y la porción (6.6) extrema del tramo superior, proveyendo de un grosor mayor que el grosor de la pared lateral sobre la que están situados, de tal forma que tras el rasgado, mantienen la vinculación entre la banda de rasgado (6.3) y la porción (6.6) extrema del tramo superior de la cápsula (6).|DAVID TORRENT ORTEGA [ES]; Puerto De Santa María, Cádiz, E-11500, ES|COMPAÑIA DE TAPONES IRRELENABLES, S.A. [ES]; Puerto De Santa María, Cádiz, E-11500, ES|
324025|Patente|MX/a/2008/003249|07/03/2008|10/09/2014|<i>C22B3/06</i> <b>(2006-01)</b>; <i>C22B1/11</i> <b>(2006-01)</b>; <i>C22B11/00</i> <b>(2006-01)</b>; <i>C22B3/12</i> <b>(2006-01)</b>; <i>C22B3/18</i> <b>(2006-01)</b>; <i>C22B3/20</i> <b>(2006-01)</b>|MEJORA AL PROCESO DE LIXIVIACION Y RECUPERACION DE PLATA Y ORO CON SOLUCIONES DE TIOUREA ELECTRO-OXIDADA.|La presente invención está relacionada con la industria minera y de tratamiento de minerales. Específicamente se relaciona con un pretratamiento del material que posteriormente será sometido a un proceso de lixiviación y recuperación de oro y plata con soluciones de tiourea electro-oxidada. Específicamente, la invención se refiere a un pretratamiento del material para remover los metales base, contenidos en él y susceptibles de lixiviar, antes de su inclusión en el proceso de extracción y recuperación de plata y oro. El pretratamiento de la invención consiste en contactar el material con una solución ácida de 0.1 mol/L a 10 mol/L de ácido sulfúrico para separar los metales de base, susceptibles a lixiviarse, con el propósito de hacer más eficiente el uso de los reactivos y de la energía eléctrica en el proceso, así como para mejorar la pureza del electrodepósito selectivo. En su modalidad preferida el ácido se encuentra en una concentración de 0.1 mol/L a 10 mol/L y el material en una proporción de 1 a 500 gramos por litro de solución ácida; además el tiempo de contacto puede durar desde 0.5 hasta 48 horas, con o sin agitación. Con el pretratamiento se logra un incremento inesperado de la eficiencia de recuperación de valores metálicos.|JOSÉ LUIS NAVA MONTES DE OCA [MX]; FERNANDO FELIPE RIVERA ITURBE [MX]; IGNACIO GONZÁLEZ MARTÍNEZ [MX]; CARLOS LARA VALENZUELA [MX]; ALEJANDRO RECÉNDIZ MEDINA [MX]; GRETCHEN TERRI LAPIDUS-LAVINE [US]; RICARDO BENAVIDES PÉREZ [MX]; IZTAPALAPA, Distrito Federal, 09340, MX|UNIVERSIDAD AUTÓNOMA METROPOLITANA [MX]; SERVICIOS INDUSTRIALES PEÑOLES, S.A. DE C.V. [MX]; TLALPAN, Distrito Federal, 14387, MX|
324026|Patente|MX/a/2008/016439|19/12/2008|10/09/2014|<i>C07K1/34</i> <b>(2006-01)</b>; <i>C12P21/06</i> (2006-01)|METODO DE OBTENCION DE HIDROLIZADOS DE PROTEINAS DEL GRANO DE AMARANTO CON ACTIVIDAD ANTIHIPERTENSIVA.|La presente invención se refiere a un método de obtención de hidrolizados de proteínas del grano de amaranto con actividad antihipertensiva caracterizado porque comprende la hidrólisis de las fracciones proteicas del grano de amaranto, albúminia 1 y globulina, mediante la adición de alcalasa en una relación de enzima-sustrato de entre 0.8 a 3.2 UA de alcalasa por gramo de proteína, a una temperatura de 50???10°C, a un p]H de 7.4 ?? 1.5 utilizando una solución buffer de fosfatos al 0.5 M, durante un periodo de entre 12 a 21 horas.|JORGE SORIANO SANTOS [MX]; ERIK TOVAR PÉREZ [MX]; TLALPAN, Distrito Federal, 14387, MX|UNIVERSIDAD AUTÓNOMA METROPOLITANA [MX]; TLALPAN, Distrito Federal, 14387, MX|
324027|Patente|MX/a/2013/000387|10/01/2013|01/10/2014|<i>E21B43/24</i> <b>(2006-01)</b>|CABLEADO ELECTRICO PARA VARILLA DE PERFORACION, REVESTIMIENTO Y TUBERIA.|La invención describe un aparato incluye una primera terminal y una segunda terminal. La primera terminal tiene una primera sección de unión. La primera sección de unión tiene primeros orificios que se extienden en una longitud de la primera sección de unión y que terminan en una primera cara de precarga. La segunda terminal tiene una segunda sección de unión. La segunda sección de unión tiene segundos orificios que se extienden en una longitud de la primera sección de unión y que terminan en una segunda cara de precarga. La segunda sección de unión está adaptada para recibir la primera sección de unión y los primeros orificios coinciden con los segundos orificios cuando la primera terminal y la segunda terminal están acopladas.|WILLIAM JAMES HUGHES [US]; BRYAN LANE [US]; GARY MARSHALL BRIGGS [US]; Highlands Ranch, Colorado, 80130, US|SUNSTONE TECHNOLOGIES, LLC.* [US]; Oklahoma City, Oklahoma, 73102, US|
324028|Patente|MX/a/2012/011406|01/10/2012|01/10/2014|<i>C09K9/02</i> <b>(2006-01)</b>; <i>C08F2/44</i> <b>(2006-01)</b>; <i>G02B5/23</i> <b>(2006-01)</b>; <i>G02C7/10</i> <b>(2006-01)</b>|COMPOSICION CURABLE FOTOCROMICA.|Se describe una composición curable fotocrómica que comprende 100 partes en masa de monómeros polimerizables que incluyen 70 a 100% en masa de monómeros polimerizables que tienen dos a cuatro grupos (met)acrílicos, y 0 a 30% en masa de un monómero polimerizable que tiene un grupo (met) acrílico y 0.01 a 20 partes en masa de un compuesto fotocrómico, en donde el número de moles del grupo metacrílico existente en la composición del monómero polimerizable es 3 a 7 veces el número de moles del grupo acrílico. Esta composición puede proporcionar un lente que tiene un recubrimiento fotocrómico el cual muestra excelentes propiedades fotocrómicas, que comprende una capa de recubrimiento dura que tiene adhesión suficientemente alta y resistencia al rayado, y no tiene retraso en la atenuación y tiene excelente estabilidad al almacenamiento.|JUNJI MOMODA [JP]; JUNJI TAKENAKA [JP]; Shunan-shi, Yamaguchi, 745-0053, JP|TOKUYAMA CORPORATION [JP]; Shunan-shi, Yamaguchi, 745-0053, JP|
324029|Patente|MX/a/2012/010167|15/04/2009|01/10/2014|<i>B01J23/24</i> <b>(2006-01)</b>; <i>B01J23/28</i> <b>(2006-01)</b>; <i>B01J23/652</i> <b>(2006-01)</b>; <i>B01J23/887</i> <b>(2006-01)</b>; <i>B01J27/057</i> <b>(2006-01)</b>; <i>B01J27/19</i> <b>(2006-01)</b>; <i>C07C45/33</i> <b>(2006-01)</b>|CATALIZADORES DE OXIDOS MIXTOS PARA OXIDACION CATALITICA EN FASE GASEOSA.|La invención se relaciona con catalizadores de óxidos mixtos para la oxidación catalítica en fase gaseosa de alcanos, o mezclas de alcanos y olefinas, para la producción de aldehídos y ácidos carboxílicos con aire u oxígeno en presencia de gases inertes a temperaturas elevadas y presión, y un método para la producción de catalizadores.|KLAUS HUTHMACHER.* [DE]; CHRISTOPH WECKBECKER [DE]; ACHIM FISCHER [DE]; WEIMIN LU [CN]; Gelnhausen, 63571, DE|EVONIK DEGUSSA GMBH.* [DE]; Essen, 45128, DE|
324030|Patente|MX/a/2009/013191|03/12/2009|01/10/2014|<i>A24D1/02</i> <b>(2006-01)</b>|ARTICULOS PARA FUMAR QUE TIENEN CARACTERISTICAS DE PROPENSION REDUCIDA A LA IGNICION.|La presente invención se refiere a artículos de fumar que tienen características de propensión reducida a la ignición. Los artículos de fumar incluyen una envoltura de papel que contiene fibras celulósicas y partículas de relleno. Las envolturas de papel son tratadas con una composición formadora de película, pará reducir las características de propensión a la ignición de los artículos de fumar. En una modalidad, la composición formadora de película contiene un alginato combinado con un almidón. En una modalidad alternativa, la composición formadora de película contiene un material formador de película combinado con partículas de relleno. Las partículas de relleno pueden comprender arcilla de caolín, óxido de magnesio, mica, alumbre o mezclas de los mismos.|RAOUL HERVE [FR]; JULIA CLOITRE-CHABERT [FR]; PATRICK GUILCHET [FR]; THOMAS KRAKER [US]; Lorient, 56100, FR|SCHWEITZER-MAUDUIT INTERNATIONAL, INC. [US]; Alpharetta, Georgia, 30022, US|
324031|Patente|MX/a/2009/010889|08/10/2009|01/10/2014|<i>A61K31/715</i> <b>(2006-01)</b>; <i>A61K45/06</i> <b>(2006-01)</b>; <i>A61P11/00</i> <b>(2006-01)</b>|COMPOSICIONES DE OLIGO-GULURONATO Y GALACTURONATO.|La presente invención se refiere a una composición farmacéutica que comprende un fármaco macromolecular y un oligoguluronato u oligolacturonato p.ej., que tiene un grado de polimerización promedio en número en el intervalo de 7 a 15, una fracción de guluronato (o galacturonato) (FG) al menos de 0.80, una fracción manuronato (FM) no mayor de 0.20, y que tiene al menos 95% mol con un grado de polimerización menor de 20. La composición puede usarse en un método de tratamiento que comprende administrar la composición a una superficie mucosa en un paciente vertebrado humano o no humano.|KURT INGAR DRAGET [NO]; CATHERINE TAYLOR [GB]; OLAV ÅSMUND SMIDSRØD [NO]; Trondheim, N-7491, NO|NTNU TECHNOLOGY TRANSFER AS.* [NO]; Trondheim, 7491, NO|
