Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Noviembre de 2012
304817|Patente|MX/a/2011/002421|03/03/2011|01/11/2012|<i>H02H9/00</i> <b>(2006-01)</b>|METODO Y APARATO PARA PROTEGER SISTEMAS DE ENERGIA DE IMPULSOS ELECTROMAGNETICOS EXTRAORDINARIOS.|Una forma de la invención provee un método y aparato para impedir que un impulso electromagnético extraordinario alcance y vuelva inoperativo un componente eléctrico de un sistema de energía eléctrica, en donde el componente está ubicado en una trayectoria conductora del sistema que recibe el impulso. El método y aparato comprende las etapas o medios para detectar la presencia del impulso en la trayectoria conductora antes de que el impulso alcance y vuelva inoperativo el componente eléctrico. El impulso es desviado alrededor del componente eléctrico con un circuito de alta capacidad de corriente, de baja inductancia, en relación con el componente eléctrico antes de que el impulso pueda alcanzar y volver al componente eléctrico inopeativo. La invención anterior puede utilizar benéficamente una derivación de corriente de alta velocidad que comprende una banda de metal conductora plana que tiene una región de medición de corriente definida, un balun de línea de transmisión de placas paralelas ahusado anexado a la región de medición de corriente y una salida vía un cable coaxial.|BIRNBACH CURTIS A.; 11 Broadway, Suite 715, 10004, New York, New York, E.U.A.|ADVANCED FUSION SYSTEMS LLC; 11 Edmond Road, Newtown, 06470, Connecticut, E.U.A.|
304818|Patente|MX/a/2009/007905|24/07/2009|01/11/2012|<i>G06K19/077</i> <b>(2006-01)</b>|METODO PARA PRODUCIR TARJETAS ELECTRONICAS QUE INCLUYEN AL MENOS UN PATRON IMPRESO.|La invención se relaciona con un método para producir tarjetas electrónicas, que comprende los siguientes pasos: A) formar una pluralidad de cuerpos de tarjeta en forma de una hoja gruesa (36) en la cual se incluyen respectivamente una pluralidad de unidades o módulos electrónicos (28); B) imprimir una pluralidad de primeros patrones (14) sobre una primera cara (21) de la hoja gruesa en una estación de impresión en la cual se aplica tinta sobre la primera cara para producir los primeros patrones; C) aplicar un primer recubrimiento al menos parcialmente transparente (38) sobre cada primer patrón impreso, que se adhiere al cuerpo de la tarjeta. En una modalidad avanzada, el método también comprende imprimir una pluralidad de segundos patrones (40) sobre la superficie interna de una película (38) que forma el primer recubrimiento. Preferiblemente, la impresión de los primeros patrones se lleva a cabo en una estación del tipo de transferencia para imprimir patrones de alta definición, esencialmente del tipo de seguridad. Los segundos patrones definen esencialmente datos personales. La hoja gruesa impresa (36) define un producto intermedio de acuerdo a la invención.|FRANÇOIS DROZ; Rte des Pins 20, CH-2035, Corcelles, SUIZA|NAGRAID S.A.; Le Crêt-du-Locle 10, CH-2301, La Chaux-de-Fonds, SUIZA|
304819|Patente|MX/a/2009/012820|26/11/2009|01/11/2012|<i>C22C38/58</i> <b>(2006-01)</b>; <i>C21D8/02</i> <b>(2006-01)</b>|ACERO RESISTENTE A LA ABRASION EXCELENTE EN FORMABILIDAD Y METODO DE PRODUCCION DEL MISMO.|Se proporcionan un acero resistente a la abrasión excelente en formabilidad en la flexión y adecuado para miembros, por ejemplo, palas mecánicas, que está en contacto con tierra y arena, y un método de producción del mismo. De manera específica, el acero contiene, en una base de por ciento en masa de 0.05% a 0.35% de C, de 0.05% a 1.0% de Si, de 0.1% a 2.0% de Mn, de 0.1% a 1.2% de Ti, de 0.1% o menos de Al, al menos un elemento de 0.1% a 1.0% de Cu, de 0.1% a 2.0% de Ni, de 0.1% a 1.0% de Cr, de 0.05% a 1.0% de Mo, de 0.05% a 1.0% de W, y de 0.0003% a 0.0030% de B, si es necesario al menos un elemento de 0.005% a 1.0% de Nb y 0.005% a 1.0% de y, y el resto que incluye Fe e impurezas incidentales, donde DI* representado por la siguiente fórmula (I) es menos que 60. DI* = 33.85 x (0.1 x C*)0.5 x (0.7 x Si +1) x (3.33 x Mn + 1) x (0.35 x Cu + 1) x (0.36 x Ni + 1) x (2.16 x Cr + 1) x (3 x Mo* + 1) x (1.5 x W + 1) (1) donde c = C - 1/4 x (Ti - 48/14N), Mo* = Mo x (1 - 0.5 x (Ti - 48/14N)), y W = w x (1 - 0.5 x (Ti - 48/14N)).|YASUHIRO MUROTA; MISAO ISHIKAWA; YOSHINORI WATANABE; SHINICHI SUZUKI; NOBUO SHIKANAI; c/o Intellectual Property Department, Jfe Steel Corporation, 2-3, Uchisaiwai-cho 2-chome, 100-0011, Chiyoda-ku, Tokio, JAPON|JFE STEEL CORPORATION; 2,3, Uchisaiwai-cho 2-chome, 100-0011, Chiyoda-ku, Tokio, JAPON|
304820|Patente|MX/a/2010/005084|07/05/2010|01/11/2012|<i>B65G59/04</i> <b>(2006-01)</b>; <i>B21D43/24</i> <b>(2006-01)</b>; <i>B65G61/00</i> <b>(2006-01)</b>; <i>B65H3/08</i> <b>(2006-01)</b>|DISPOSITIVO Y METODO PARA DESAPILAMIENTO DE PARTES EN FORMA DE PLACA.|La presente invención se refiere a un dispositivo para el desapilamiento de partes en forma de placa, en particular de pletinas de chapa metálica, que comprende al menos una estación de depósito en que se encuentra al menos una pila de partes de partes en forma de placa, y al menos una estación de transporte, en la cual se transfieren las partes en forma de placa desapiladas, en donde, para el traslado de las partes en forma de placas entre la estación de depósito y la estación de transporte, se provee una unidad de desapilamiento que accede a la pila de partes y retira pieza por pieza partes en forma de placa de la pila de partes, mientras las desapila para depositarlas en la estación de transporte, caracterizado porque la unidad de desapilamiento comprende dos robots que trabajan independientemente el uno del otro y que acceden en forma alternante a al menos una pila de partes común de la estación de partes, y que están controlados mediante un dispositivo de control de manera tal que un primer robot o un segundo robot retira al menos una parte en forma de placa de la pila de partes, mientras simultáneamente el segundo o el primer robot deposita respectivamente al menos una parte en forma de placa retirada en la estación de transporte.|REINER DÖRNER; JOACHIM POTTIEZ; Anton-Bruckner-Strasse 11, 75031, Eppingen, ALEMANIA|SCHULER AUTOMATION GMBH & CO. KG; Louis-Schuler-Strasse 1, 91093, Hessdorf, ALEMANIA|
304821|Patente|MX/a/2009/002579|09/03/2009|01/11/2012|<i>C07J43/00</i> <b>(2006-01)</b>; <i>A61K31/58</i> <b>(2006-01)</b>; <i>A61P13/00</i> <b>(2006-01)</b>; <i>A61P35/00</i> <b>(2006-01)</b>; <i>A61P5/32</i> <b>(2006-01)</b>|DERIVADOS DE ESTRATRIENO Y SUS USOS COMO INHIBIDORES DE 17BETA-HIDROXIESTEROIDE DESHIDROGENASA.|Esta invención se refiere a estratrien-triazoles nuevos de fórmula general (I) útiles en la terapia, especialmente para el uso en el tratamiento y/o la prevención de un trastorno dependiente de hormonas esteroideas, preferiblemente una enfermedad o trastorno dependiente de hormonas esteroideas que requiere la inhibición de una enzima 17ß-hidroxiesteroide deshidrogenasa (17ß-HSD) tal como 17ß-HSD de tipo 1, tipo 2 o tipo 3. (ver fórmula I).|PASI KOSKIMIES; JOSEF MESSINGER; HEINRICH-HUBERT THOLE; BETTINA HUSEN; UWE SCHOEN; LILA KALLIO; c/o Solvay Pharmaceuticals GMBH, Patent Department (IPSI), Hans-Boeckler-Allee 20, 30173, Hannover, ALEMANIA|SOLVAY PHARMACEUTICALS GMBH.*; Hans-Boeckler-Allee 20, 30173, Hannover, ALEMANIA|
304822|Patente|MX/a/2007/000350|08/01/2007|01/11/2012|<i>A61F2/06</i> <b>(2006-01)</b>|STENT CON ELEMENTOS ASIMETRICOS DE LONGITUD DESIGUAL.|Esta invención se relaciona en general con dispositivos médicos intraluminales expansibles para uso dentro de un pasaje o ducto de cuerpo, y más particularmente a un stent optimizado que tiene elemebntos de poste y anillo asimétricos, en donde por lo menos un par de elementos de poste radial adyacente (308a1, 308a2) tienen longitudes axiales no iguales (370, 371).|BURGERMEISTER, ROBERT; GRISHABER, RANDY; MARREY, RAMESH; PARK, JIN; KREVER, MATHEW; OVERAKER, DAVID; 401 Stony Brook Drive, 08807, Bridgewater, New Jersey, E.U.A.|JOHNSON & JOHNSON.*; One Johnson & Johnson Plaza, 08933, New Brunswick, New Jersey, E.U.A.|
304823|Patente|MX/a/2009/007821|22/07/2009|01/11/2012|<i>B65D75/58</i> <b>(2006-01)</b>|CONTENEDOR.|Un contenedor que está constituido por una hoja continua de material flexible de plástico soldable comprende un elemento de refuerzo (3) para una pared (2), dicho elemento estando ubicado sobre el exterior del contenedor (1).|HANS GEORG HAGLEITNER; Lindenallee 11, A-5700, Zell am See, AUSTRIA|HANS GEORG HAGLEITNER; Lindenallee 11, A-5700, Zell am See, AUSTRIA|
304824|Patente|MX/a/2010/003139|22/03/2010|01/11/2012|<i>A61K45/00</i> <b>(2006-01)</b>; <i>A61K39/395</i> <b>(2006-01)</b>; <i>A61P37/06</i> <b>(2006-01)</b>; <i>A61P43/00</i> <b>(2006-01)</b>|AGENTES TERAPEUTICOS PARA LA ENFERMEDAD DE INJERTO CONTRA HOSPEDERO QUE COMPRENDEN UN INHIBIDOR DEL RECEPTOR DE INTERLEUCINA 6 COMO INGREDIENTE ACTIVO.|La presente invención proporciona un novedoso agente terapéutico para la enfermedad de injerto contra hospedero (GVHD); un agente terapéutico para la enfermedad de injerto contra hospedero (GVHD), que comprende un inhibidor del receptor de interleucina 6 (IL-6) como un ingrediente activo.|MIHARA, MASAHIKO; MORIYA, YOICHIRO; 135 Komakado 1-chome, 412-8513, Gotenba-shi, Shizuoka, JAPON|CHUGAI SEIYAKU KABUSHIKI KAISHA; 5-1 Ukima 5-chome, 115-8543, Kita-ku, Tokyo, JAPON|
304825|Patente|MX/a/2010/003504|29/03/2010|01/11/2012|<i>B65G57/04</i> <b>(2006-01)</b>|INSTALACION DE PALETIZACION PROTEGIDA.|La presente invención se refiere a una instalación de paletización de productos (3) que se manipulan por un robot (2), que el robot (2) se instala en un chasis (1) revestido con paredes (11) laterales y con puertas (13, 14) que dan acceso a los puestos A y B de paletización, que consta de un sistema de tabiques que comprende: una pared (15) fija que separa dos puestos de paletización adyacentes, y un carenado (20), móvil de un puesto al otro, en forma de diedro para envolver al menos la parte posterior y superior de un palet lleno, y estas paredes laterales (11), la citada pared fija (15) y el citado carenado (20) cooperan para transformar alternativamente cada puesto de paletización en una suerte de cámara de palet, que la transformación se lleva a cabo automáticamente, con la ayuda del citado robot (2), antes de la abertura de la puerta que da acceso al palet lleno, lo que permite al operador retirar el citado palet lleno.|BONHOMME, ERIC; Avenue de la Patrouille de France, F-76930, Octeville-sur-Mer, FRANCIA|SIDEL PARTICIPATIONS.*; Avenue de la Patrouille de France, F-76930, Octeville-sur-Mer, FRANCIA|
304826|Patente|MX/a/2010/014027|16/12/2010|01/11/2012|<i>C07D403/04</i> <b>(2006-01)</b>; <i>A01N43/56</i> <b>(2006-01)</b>; <i>C07D401/14</i> <b>(2006-01)</b>; <i>C07D403/14</i> <b>(2006-01)</b>; <i>C07D405/14</i> <b>(2006-01)</b>; <i>C07D407/14</i> <b>(2006-01)</b>; <i>C07D409/14</i> <b>(2006-01)</b>; <i>C07D417/14</i> <b>(2006-01)</b>|ACIDOS 1-(DIAZINIL)PIRAZOL-4-IL-ACETICOS SUSTITUIDOS, PROCEDIMIENTO PARA SU PREPARACION Y SU USO COMO HERBICIDAS Y REGULADORES DEL CRECIMIENTO DE LAS PLANTAS.|Son objeto de la invención derivados de ácidos 1-(3-diazinil)pirazol-4-il-acéticos de la fórmula general (I) y su sales, en que Het, R1, R2, R3, R4, R5, R6 y n se definen como en la reivindicación 1; los compuestos (I) o sus sales son apropiados herbicidas y reguladores del crecimiento de las plantas, en particular como herbicidas para la represión selectiva de plantas dañinas en cultivos de plantas útiles y se pueden preparar de conformidad con procedimientos, como se describen en la reivindicación 8.|FEUCHT, DIETER; TIEBES, JÖRG; KEHNE, HEINZ; HÄUSER-HAHN, ISOLDE; MARTELLETTI, ARIANNA; DITTGEN, JAN; JAKOBI, HARALD; ROSINGER, CHIRSTOPHER HUGH; Am Burggraben 7a, 65760, Eschborn, ALEMANIA|BAYER CROPSCIENCE AG.*; Alfred-Nobel-Strasse 50, 40789, Monheim, ALEMANIA|
304827|Patente|MX/a/2011/009700|14/09/2011|01/11/2012|<i>C07D413/14</i> <b>(2006-01)</b>; <i>A61K31/4545</i> <b>(2006-01)</b>; <i>A61K31/4725</i> <b>(2006-01)</b>; <i>A61K31/496</i> <b>(2006-01)</b>; <i>A61K31/501</i> <b>(2006-01)</b>; <i>A61K31/506</i> <b>(2006-01)</b>; <i>A61K31/5377</i> <b>(2006-01)</b>; <i>A61K31/551</i> <b>(2006-01)</b>; <i>A61K45/00</i> <b>(2006-01)</b>; <i>A61P1/04</i> <b>(2006-01)</b>; <i>A61P1/08</i> <b>(2006-01)</b>; <i>A61P11/00</i> <b>(2006-01)</b>; <i>A61P11/02</i> <b>(2006-01)</b>; <i>A61P11/06</i> <b>(2006-01)</b>; <i>A61P11/08</i> <b>(2006-01)</b>; <i>A61P11/10</i> <b>(2006-01)</b>; <i>A61P11/14</i> <b>(2006-01)</b>; <i>A61P13/08</i> <b>(2006-01)</b>; <i>A61P25/00</i> <b>(2006-01)</b>; <i>A61P25/04</i> <b>(2006-01)</b>; <i>A61P25/08</i> <b>(2006-01)</b>; <i>A61P25/16</i> <b>(2006-01)</b>; <i>A61P25/22</i> <b>(2006-01)</b>; <i>A61P27/02</i> <b>(2006-01)</b>; <i>A61P27/08</i> <b>(2006-01)</b>; <i>A61P29/00</i> <b>(2006-01)</b>; <i>A61P37/08</i> <b>(2006-01)</b>; <i>A61P43/00</i> <b>(2006-01)</b>; <i>A61P7/12</i> <b>(2006-01)</b>; <i>A61P9/10</i> <b>(2006-01)</b>; <i>C07D417/14</i> <b>(2006-01)</b>|DERIVADO DE AMIDA.|La presente invención se refiere a un compuesto o una sal farmacológicamente aceptable del mismo que tiene excelente efecto antagonista sobre un receptor NK1 de neuroquinína, un receptor NK2 de neuroquinina y un receptor M3 de muscarina y es útil como un agente terapéutico para el asma bronquial, enfermedades pulmonares obstructivas crónicas o similares; un compuesto representado por la fórmula general (I): [donde R1 representa un átomo de hidrógeno, un grupo alquilo de C1-C6 o similar; R2 representa un átomo de hidrógeno, un grupo alquilo de C1-C6 o similar; R3 representa un grupo fenilo que puede sustituirse con 1 a 5 grupo(s) independientemente seleccionados del grupo sustituyente A, o similar; R4 representa un grupo fenilo que puede sustituirse con 1 a 5 grupo(s) independientemente seleccionados del grupo sustituyente A o similar; L1 representa un grupo alquileno de C1-C10 o similar; L2 representa un grupo carbonilo, un grupo representado por la fórmula -N(R5)-C(=O)-, un grupo representado por la fórmula -C(=O=-N(R5)- o similar; R5 representa un átomo de hidrógeno, un grupo alquilo de C1-C6 o similar; E representa un grupo fenileno que puede sustituirse con 1 a 4 grupo(s) independientemente seleccionados del grupo sustituyente A, o el similar; m es un entero de 1 a 4; n es un entero de 0 a 4; p es un entero de 0 a 2; q es un entero de 1 a 10, r es 1 ó 2; s es 0 ó 1; y un grupo sustituyente A representa el grupo que consiste en un átomo de halógeno, un grupo alquilo de C1-C6, un grupo alquilo halogenado de C1-C6 o similar] o una sal farmacológicamente aceptable del mismo.(ver formula (I)).|IKEDA, TAKUYA; YAMAZAKI, TAKANORI; TSUCHIDA, HIROSHI; 1-16-13, Kitakasai, 134-8630, Edogawa-ku, Tokyo, JAPON|DAIICHI SANKYO COMPANY, LIMITED; 3-5-1, Nihonbashi Honcho, 103-8426, Chuo-ku, Tokyo, JAPON|
