Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Julio de 2012
207990|Patente|PA/a/1995/005128|07/12/1995|30/06/2010|<i>B65D30/02</i> <b>(2006-01)</b>; <i>B65D30/08</i> <b>(2006-01)</b>; <i>B65D75/00</i> <b>(2006-01)</b>; <i>B65D81/28</i> <b>(2006-01)</b>|BOLSA DE PARCHE QUE COMPRENDE COPOLIMERO HOMOGENEO DE ETILENO/ALFA-OLEFINA.|la presente invención se refiere a: Una bolsa de parche tiene un parche térmicamente encogible adherido a una bolsa térmicamente encogible, el parche térmicamente encogible comprendiendo un copolímero homogéneo de etileno/alfa-olefina. La bolsa de parche puede hacerse adhiriendo una película de parche a una película que a continuación se convierte en una bolsa o, adhiriendo el parche a una bolsa previamente formada. Un producto empacado como un producto de carne en la bolsa de parche de la invención, el producto de carne comprendiendo hueso.|BLAINE C. CHILDRESS; RONALD D. MOFFITT; TIMOTHY T. OBERLE; 300 Mountainview Lane, 29349, Inman, South Carolina, E.U.A.|CRYOVAC, INC.; 100 Rogers Bridge Road., Building A, 29334-0464, Duncan, South Carolina, E.U.A.|
300809|Patente|MX/a/2009/008219|31/07/2009|03/01/2012|<i>A23L1/00</i> <b>(2006-01)</b>|SUPLEMENTO ALIMENTICIO A BASE DE CALCÁREA CARBÓNICA, PARA PROMOVER LA ABSORCIÓN DE NUTRIENTES EN ANIMALES|La presente invención se refiere a un suplemento alimenticio para incrementar la absorción de nutrientes en animales con fines comerciales (producción de carne, huevos, leche o reproductivos) o animales de compañía. Dicho suplemento alimenticio consiste en una mezcla de Carbonato de Calcio + - 38%, alcohol etílico (grado alimenticio) al menos en 50 %, yagua potable. La invención también se relaciona con el uso de Carbonato de Calcio para preparar un suplemento alimenticio para incrementar la absorción de nutriente en animales de interés comercial.|ALBERTO TAYLOR PRECIADO; Callejón del Ángel 4313, Col. Villa Universitaria, 45150, Zapopan, Jalisco, MEXICO|ALBERTO TAYLOR PRECIADO; Callejón del Ángel 4313, Col. Villa Universitaria, 45150, Zapopan, Jalisco, MEXICO|
300810|Patente|MX/a/2010/000791|20/01/2010|02/07/2012|<i>F25D27/00</i> <b>(2006-01)</b>; <i>F21V33/00</i> <b>(2006-01)</b>; <i>G02B6/00</i> <b>(2006-01)</b>|ILUMINACION CON LED PARA PARRILLAS DE REFRIGERADORES.|Un dispositivo de iluminación para iluminar el espacio interior de un refrigerador incluye un panel y un iluminador para introducir luz en el panel. El iluminador introduce luz en el panel a lo largo de un borde del panel. Una superficie del panel incluye una pluralidad de líneas para desviar la luz introducida a una región que está fuera del panel. La pluralidad de líneas forma una rejilla.|DAVID L. HALL; PARTAP SINGH CHAUDHARY; 13 Eljema Forest Drive, 29673, Piedmont, South Caroline, E.U.A.|ELECTROLUX HOME PRODUCTS, INC.; 20445 Emerald Parkway, Suite 250, 044135, Cleveland, OH, E.U.A.|
300811|Patente|MX/a/2009/011790|30/10/2009|02/07/2012|<i>H04W72/14</i> <b>(2009-01)</b>|METODO Y APARATO PARA LA ASIGNACION DEL ACK DEL UL.|Se describen sistemas y metodologías que facilitan la asignación de recursos para el acuse de recibo (ACK) del enlace ascendente de un sistema de comunicación inalámbrica. Los varios aspectos descritos en la presente facilitan la creación explícita y la transmisión de una asignación agrupada de recursos de comunicación del enlace descendente y recursos del enlace ascendente para la transmisión del ACK, con lo que se facilita una asignación de ACK, que es eficiente en cuanto a la sobrecarga, a usuarios que pueden comunicarse de conformidad con una asignación persistente de recursos sin que se necesite la información de la programación de un canal de control asociado. En forma adicional, se presentan aquí esquemas de indexación de los recursos para el ACK del enlace ascendente que faciliten la asignación del ACK en sistemas en los que tanto los usuarios programados como los persistentes pueden comunicarse en un intervalo de transmisión o TTI.|JUAN MONTOJO; DURGA PRASAD MALLADI; XIAOXIA ZHANG; 5775 Morehouse Drive, 92121, San Diego, California, E.U.A.|QUALCOMM INCORPORATED.*; 5775 Morehouse Drive, 92121-1714, San Diego, California, E.U.A.|
300812|Patente|MX/a/2007/000373|10/01/2007|02/07/2012|<i>H05B1/00</i> <b>(2006-01)</b>|PATIN CALEFACTOR PARA PLANCHA DE CABELLOS|El patín calefactor para plancha de cabellos y su procedimiento de fabricación, está formado por un cuerpo integral compuesto por un par de capas laminares de material cerámico aislante de la electricidad, una de las cuales es la portadora de un depósito en forma de banda de material conductor eléctrico con conexiones al exterior, en tanto que una de dichas capas laminares posee su superficie recubierta por una capa pulida de material; el cuerpo del patín calefactor está conformado con medios de adaptación a la estructura de soporte de la plancha. El procedimiento de fabricación del patín calefactor para plancha de cabellos, se desarrolla según la siguiente secuencia: l)Preparación del polvo cerámico que comprende la molienda de dispersantes con el agregado de solventes, el mezclado con el aglutinante con el agregado de un plastificante, realizando un control de la viscosidad del resultado luego de lo cual en la 2) se sigue con el moldeado con su correspondiente secado; en la 3) se procede al cortado de las placas y la impresión serigráfica del resistor; 4) sigue el laminado a presión del conjunto y el recortado; 5) se continua con el quemado del aglutinante y el sinterizado para terminar en 6) con la soldadura de los terminales de contacto y una eventual capa pulida de recubrimiento.|CARLOS JOSÉ CEVA; Avenida Andrés Rolón, 1107, San Isidro, Buenos Aires, ARGENTINA|DUNA ENTERPRISES S.L.; Gran Via 45, 6ta. Planta, Bilbao, Vizcaya, 48011, España, , ESPAÑA|
300813|Patente|MX/a/2010/004693|09/05/2003|02/07/2012|<i>H04B7/216</i> <b>(2006-01)</b>|DETECCION DE USUARIO UNICO.|Un sitio del transmisor transmite una pluralidad de señales de datos sobre une espectro compartido en un sistema de comunicación de acceso múltiple de de división de código. Cada señal de dato transmitida experimenta una respuesta del canal similar. Se recibe una señal combinada de las señales de datos transmitidas. La señal combinada es muestreada a un múltiplo de la proporción o velocidad del microcircuito. La respuesta del canal para la señal combinada es también determinada. Un primer elemento de un vector de dato de distribución, es determinado utilizando las muestras de señales combinadas y la respuesta del canal estimado. Utilizando un factor a partir de la determinación del primer elemento, son determinados los elementos restantes del vector de datos de distribución. Los datos de las señales de datos son determinados utilizando los elementos determinados del vector de datos de distribución.|ARIELA ZEIRA; JUNG-LIN PAN; PARTHAPRATIM DE; RAJ MANI MISRA; 239 West Neck Road, 11743, Huntington, New York, E.U.A.|INTERDIGITAL TECHNOLOGY CORPORATION.*; 300 Delaware Avenue, Suite 527, DE-19801, Wilmington, Delaware, E.U.A.|
300814|Patente|MX/a/2008/002523|22/02/2008|02/07/2012|<i>H04J1/00</i> <b>(2006-01)</b>|METODO PARA DAR ACCESO A UN CANAL DE ACCESO ALEATORIO ASCENDENTE EN SISTEMAS DE ACCESO MULTIPLE POR DIVISION DE FRECUENCIA PORTADORA UNICA|Se describen un método y aparato para dar acceso a un canal de acceso aleatorio ascendente con base en contención (RACH) en un sistema de acceso múltiple de división de frecuencia de vehículo único (SC-FDMA). Una unidad de transmisión/recepción inalámbrica (WTRU) selecciona de manera aleatoria un subcanal RACH y una firma entre una pluralidad de firmas y subcanales RACH disponibles. La WTRU transmite un preámbulo que utiliza la firma seleccionada por medio del subcanal RACH seleccionado a una potencia de transmisión computarizada o predeterminada. Una estación base monitorea el RACH para detectar el preámbulo y envía un indicador de adquisición (Al) a la WTRU cuando una firma se detecta en el RACH. Cuando se recibe una confirmación positiva, la WTRU envía una parte del mensaje a la estación base. Si se recibe una confirmación negativa o no respuesta, la WTRU retransmite el preámbulo.|GUODONG ZHANG; KYLE JUNG-LIN PAN; ALLAN Y. TSAI; 490 Main Street, Apt. C8, 11735, Farmingdale, NY, E.U.A.|INTERDIGITAL TECHNOLOGY CORPORATION.*; 3411 Silverside Road, Concord Plaza, Suite 105, Hagley Building, 19810, Wilmington, Delaware, E.U.A.|
300815|Patente|MX/a/2009/004307|23/04/2009|02/07/2012|<i>B29C45/28</i> <b>(2006-01)</b>|TOBERA DE INYECCION PARA LA CONDUCCION DE PLASTICO FUNDIDO EN UN MOLDE.|La invención se relaciona, entre otros objetos, con una tobera de inyección para la conducción de plástico fundido en un molde, en particular un molde de inyección. La tobera de inyección referida comprende una caja (11) de tobera y una aguja (13) de tobera que está montada de manera que puede realizar un movimiento de traslación y se usa para abrir y cerrar una abertura de masa fundida que conduce a una cavidad de molde. La aguja (13) de tobera puede ser movida mediante un mecanismo (V) de accionamiento al que se asigna un dispositivo (14) de transmisión que permite convertir un movimiento del mecanismo (V) de accionamiento a un movimiento de la aguja (13) de tobera. La invención se caracteriza, entre otros aspectos, porque el dispositivo (14) de transmisión es asignado a una unidad (22) de montaje que puede ser conectada de manera separable a la tobera (10) de inyección y en la cual se dispone al menos en parte un ensamble (30) de varillaje. El ensamble (30) de varillaje referido es conectado al mecanismo (V) de accionamiento en el extremo de accionamiento, mientras que se conecta de una manera rígida, firme y a resistencia de presión a la aguja (13) de tobera en un extremo de toma de fuerza.|SALVATORE DE BLASI; Im Eichholz 43, 58511, Lüdenscheid, ALEMANIA|HASCO HASENCLEVER GMBH + CO KG; Im Wiesental 77, 58513, Lüdenscheid, ALEMANIA|
300816|Patente|MX/a/2010/003342|26/03/2010|02/07/2012|<i>H04L1/00</i> <b>(2006-01)</b>|METODO Y APARATO PARA GENERAR UNIDADES DE DATOS DE PROTOCOLO DE CONTROL DE ENLACE DE RADIO.|Se usan un método y aparato para generar unidades de datos de protocolo (PDU) de control de enlace de radio (RLC). Una petición de datos para un canal lógico recibido como parte de un procedimiento de selección de combinación de formato de transporte (E-TFC) de canal dedicado y mejorado (E-DCH) en un control de acceso al medio (MAC) Tras determinar un canal en el campo de datos, se genera una PDU de RLC de modo que iguale los datos solicitados de la selección de E-TFC. El tamaño del PDU de RLC generado puede ser mayor que o igual al tamaño de la PDU de RLC configurada mínima (si están disponibles los datos) y menor que o igual al tamaño de PDU de RLC máximo. Los datos son entonces transmitidos en la PDU de RLC en un intervalo de tiempo de transmisión de corriente (TTI)|STEPHEN E. TERRY; PAUL MARINIER; CHRISTOPHER R. CAVE; DIANA PANI; 15 Summit Avenue, 11768, North Port, New York, E.U.A.|INTERDIGITAL PATENT HOLDINGS, INC.; 3411 Silverside Road, Concord Plaza, Suite 105, Hagley Building, 19810, Wilmington, Delaware, E.U.A.|
300817|Patente|MX/a/2010/006449|11/06/2010|02/07/2012|<i>H04W60/00</i> <b>(2009-01)</b>|ESCENARIOS DE REGISTRO ENTRE REDES DE COMUNICACION INALAMBRICAS NUEVAS Y DE LEGADO.|Se proporciona un método, una unidad transmisora/receptora inalámbrica (WTRU) y una estación de base para trabajo conjunto de red de acceso. Las reglas de mapeo de identidad temporal se definen para uso durante la reselección de red de acceso. Las reglas de mapeo para identidad de área de seguimiento, identidad de área de enrutado, identidad de suscriptor móvil temporal (TMSI), TMSI de paquete e identidad de S-TMSI se utilizan cuando se reseleccionan las redes de acceso UTRAN, E-UTRAN y GERAN. Dependiendo del soporte de red de acceso, una WTRU puede indicar un tipo de identidad (TMSI, P-TMSI o S-TMSI) que se incluye en una solicitud de reselección de red de acceso.|BEHROUZ AGHILI; 32 Bethal Lane, 11725, Commak, New York, E.U.A.|INTERDIGITAL PATENT HOLDINGS, INC.; 3411 Silverside Road, Concord Plaza, Suite 105, Hagley Building, 19810, Wilmington, Delaware, E.U.A.|
