Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Agosto de 2012
210928|Patente|PA/a/1998/001955|12/03/1998|08/03/2012|<i>A01N47/36</i> <b>(2006-01)</b>|MEZCLAS HERBICIDAS CON ACCION SINERGETICA.|La presente invención se refiere : Mezcla herbicida que contiene a) al menos un derivado de la sulfonilurea de la fórmula I: en la que los sustituyentes tienen los siguientes significados: R1 C1-C6-alquilo, que puede llevar uno a cinco de los siguientes grupos: metoxi, etoxi, SO2CH3, ciano, cloro, fluoro, SCH3, S(O)CH3; halógeno; un grupo ER6, donde E significa O, S, o NR7; COOR8; NO2; S(O)pR9, SO2NR10R11, CONR10R11; R2 hidrógeno, C1-C4-alquilo, C2-C4-alquenilo, C2-C4-alquilnilo, halógeno, C1-C4-alcoxi, C1-C4-halógenoalcoxi; C1-C4-halogenoalquilo, un grupo C1-C2-alquilsulfonilo nitro, ciano o C1-C4-alquiltio, R3 F, CF3, CF2Cl, CF2H, OCF3, OCF2Cl, o cuando R1 significa CO2CH3 y R2 significa al mismo tiempo fluoro, Cl, o cuando R1 significa CH2CF3 o bien CF2CF3, metilo, o, cuando R4 significa OCF3 o bien OCF2Cl, OCF2H ó OCF2Br; R4 C1-C2-alcoxi, C1-C2-alquilo, C1-C2-alquiltio, C1-C2-alquilamino, di-C1-C2-alquilamino, halógeno, C1-C2-halógenoalquilo, C1-C2-halógenoalcoxi, R5 hidrógeno, C1-C2-alcoxi, C1-C4-alquilo; R6 C1-C4-alquilo, C2-C4-alquenilo, C2-C4-alquinilo o C3-C6-cicloalquilo, que pueden llevar de 1 a 5 átomos de halógeno, con excepción de alilo, difluorometoxi, clorodifluorometoxi y 2-cloroetoxi, cuando E significa O o S. Además, significa R, cuando E es O o bien NR, adicionalmente metilsulfonilo, etilsulfonilo, trifluorometilsulfonilo, alilsulfonilo, propargilsulfonil o dimetilsulfamoilo; R7 hidrógeno, metilo o etilo R8 un grupo C1-C6-alquilo que puede llevar hasta tres de los siguientes radicales: halógeno, C1-C4-alcoxi, C1-C4-alquiltio, C1-C4-halógenoalcoxi, C1-C4-alcoxi-C1-C2-alcoxi, C3-C7-cicloalquilo y/o fenilo; un grupo C5-C7-cicloalquilo que puede llevar hasta tres grupos C1-C4-alquilo; C3-C6-alquenilo o C3-C6-alquinilo; R9 un grupo C1-C6-alquilo que puede llevar de uno a tres de los siguientes radicales halógeno, C1-C4-alcoxi, C1-C4-alquiltio, C1-C4-halógenoalcoxi, C1-C4-alcoxi-C1-C2-alcoxi, C3-C7-cicloalquil y/o fenilo; un grupo C5-C7-cicloalquilo que puede llevar uno a tres grupos C1-C4-alquilo; un grupo C2-C6-alquenilo o un grupo C3-C6-alquinilo; R10 hidrógeno, un grupo C1-C2-alcoxi, un grupo C1-C6-alquilo o R10 forma junto con R11 una cadena de C4-C6-alquileno donde un grupo metileno puede estar sustituido por un átomo de oxigeno o un grupo C1-C4-alquilimino; R11 un grupo C1-C4-alquilo que puede llevar de uno a cuatro radicales halógeno o C1-C4-alcoxi; C3-C6-cicloalquilon 0 - 3 o 1 - 2 z N, CH o sus sales ecológicamente toleradas, y b) una cantidad sinergética activa de al menos un compuesto herbicida de los grupos B1 hasta b41 indicados en la reivindicación 1, productos herbicidas, así como un procedimiento para combatir el crecimiento de plantas indeseadas.|HORST MAYER; MAX LANDES; BERND SIEVERNICH; ALFONS SCHONHAMMER; GERHARD HAMPRECHT; HELMUT WALTER; CHRISTIAAN MULDER; KARL-OTTO WESTPHALEN; WESSEL NUYKEN; ELMAR KIBLER; EGON HADEN; Faselwiese 19, 6700 Ludwigshafen, , ALEMANIA|BASF AKTIENGESELLSCHAFT; Carl-Bosch-Strasse 38, 67056, Ludwigshafen, Ludwigshafen, ALEMANIA|
301875|Patente|MX/a/2009/003409|30/03/2009|01/08/2012|<i>G10D13/00</i> <b>(2006-01)</b>|INSTRUMENTO MUSICAL DE PERCUSION.|Esta invención se refiere a un instrumento musical de percusión, diseñado para realizar conjuntamente percusión instrumental y percusión corporal, el cuál está constituido básicamente de tres componentes: caja acústica resonante, base percutiva resonante y estructura de soporte para la caja acústica, (Fig. 1). El objeto de esta invención es proporcionar un instrumento musical de percusión, que le permite a un músico ejecutante situado en posición de pié sobre la base sonora, utilizar ambos piés para percutirla, al mismo tiempo que percute la caja acústica con ambas manos. La caja acústica tiene la característica de contar con cuatro caras de percusión, una diseñada para percutirla directamente con las manos, otra para percutirla con baquetas de percusión y otras dos de menor superficie que pueden percutirse indistintamente. La estructura de soporte tiene la función de sostener a la caja acústica, de colocarla a diferentes alturas y de permitirle girar 360º para percutir cualquiera de sus caras en cualquier ángulo preferido. Este instrumento musical amplía sus posibilidades técnicas de ejecución, acoplando otra base percutiva similar en el lado opuesto y colocando la caja acústica simétricamente en el centro, con objeto de ejecutarse conjuntamente por dos músicos percusionistas, (Fig. 2).|GABRIEL CAMACHO OLALDE; Mixcalco #83, Col. Metropolitana 3º Secc., 57750, Nezahualcoyotl, Estado de México, MEXICO|GABRIEL CAMACHO OLALDE; Mixcalco #83, Col. Metropolitana 3º Secc., 57750, Nezahualcoyotl, Estado de México, MEXICO|
301876|Patente|MX/a/2010/006728|17/06/2010|01/08/2012|<i>A61K51/00</i> <b>(2006-01)</b>; <i>A61M36/14</i> <b>(2006-01)</b>|METODOS Y COMPOSICIONES MEJORADOS PARA EL MARCADO CON FLUOR-18 DE PROTEINAS, PEPTIDOS Y OTRAS MOLECULAS.|La presente invención se refiere a composiciones y métodos de síntesis y el uso de moléculas marcadas con F-18 de uso, por ejemplo, en la formación de imágenes con técnicas de PET. En las modalidades particulares, las moléculas marcadas pueden ser péptidos o proteínas, aunque otros tipos de moléculas incluyendo, de manera no exclusiva aptámeros, oligonucleótidos y ácidos nucleicos pueden marcarse y utilizarse para tales estudios de formación de imágenes. En las modalidades preferidas, la marca de F-18 puede conjugarse a una molécula objetivo mediante la formación de un complejo metálico y unir el complejo de F18-metal a una porción quelante, tal como DOTA, NOTA, DTPA, TETA o NETA. En otras modalidades, el metal puede conjugarse primero al grupo quelante y posteriormente unir el F-18 al metal. En otras modalidades preferidas, la porción marcada con F-18 puede comprender un conjugado seleccionable que puede utilizarse en combinación con un anticuerpo biespecífico o multiespecífico para dirigir el F-18 a una antígeno expresando en una célula o tejido asociado con una enfermedad, condición médica o patógeno. Los resultados ejemplares muestran que los péptidos conjugados seleccionables marcados con F-18 son estables en suero humano a 37°C durante varias horas, tiempo suficiente para realizar la formación de imágenes con análisis PET.|MCBRIDE, WILLIAM J; GOLDENBERG, DAVID M.; American Road 300, 07950, Morris Plains, New Jersey, E.U.A.|IMMUNOMEDICS, INC.; American Road 300, 07950, Morris Plains, New Jersey, E.U.A.|
301877|Patente|PA/a/2002/006667|04/07/2002|01/08/2012|<i>C10G67/00</i> <b>(2006-01)</b>; <i>C10G69/14</i> <b>(2006-01)</b>|PROCEDIMIENTO PARA LA CONVERSION DE CARGAS PESADAS TALES COMO PETROLEOS CRUDOS PESADOS Y RESIDUOS DE DESTILACION.|Se describe un procedimiento para la conversión de cargas pesadas tales como petróleos crudos pesados, alquitranes de arenas petrolíferas y residuos de destilación, mediante el uso combinado de las siguientes tres unidades de procedimiento: hidroconversión con un catalizador en una fase en suspensión (HT), destilación o vaporización instantánea (D), desasfaltado (SDA), caracterizado porque las tres unidades operan sobre corrientes mixtas que consisten de carga fresca y corrientes recicladas, mediante el uso de las siguientes etapas: enviar por lo menos una fracción de la carga pesada a una sección de desasfaltado (SDA) en presencia de solventes de hidrocarburo que generan dos corrientes, una consiste de petróleo desasfaltado (DAO), y la otra de asfaltos; mezclar el asfalto con un catalizador de hidrogenación adecuado y opcionalmente con la fracción remanente de la carga pesada no enviada a la sección de desasfaltado y enviar la mezcla que se obtiene a un reactor de hidrotratamiento (HT) en la cual se carga hidrógeno o una mezcla de hidrógeno y H2S; enviar la corriente que contiene el producto de reacción de hidrotratamiento y el catalizador en la fase dispersa a una o mas de las etapas de destilación o vaporización instantánea (D), por lo que se separan las fracciones mas volátiles, entre las cuales se producen gases en la reacción de hidrotratamiento: reciclar por lo menos 60% en peso, preferiblemente por lo menos 80%, y de manera mas preferible por lo menos 95% del recibo de destilación (alquitrán) o el liquido que abandona la unidad de vaporización instantánea, que contiene el catalizador en fase dispersa, con una alta concentración de sulfuros metálicos producidos por desmetalación de la carga y posiblemente por coque, a una zona de desasfaltado.|DELBALANCO, ALBERTO; PANARITI, NICOLETTA; CORRERA, SEBASTIANO; MONTANARI, ROMOLO; ROSI, SERGIO; MARCHIONNA, MARIO; Via Adua 5, Robecco Sul Naviglio, Milán, , ITALIA|ENI S.P.A.; SNAMPROGETTI S.P.A.; ENITECNOLOGIE S.P.A.; Piazzale E. Mattel 1, Roma, , ITALIA|
301878|Patente|MX/a/2009/007034|26/06/2009|01/08/2012|<i>E21B43/00</i> <b>(2006-01)</b>|HERRAMIENTA Y PROCESO DE TERMINACION DE FONDO DE POZO POR HYDRAJET.|La presente invención se refiere a un ensamble de terminación de fondo de pozo, caracterizado porque comprende: un conducto adaptado para su instalación en una perforación de pozo en una formación subterránea; una o más boquillas de formación de chorro de fluido colocada(s) alrededor del conducto; una herramienta de suministro de fluido colocada dentro del conducto, en donde dicha herramienta es operativa para desplazarse a lo largo del conducto; un ensamble de horquilla operativo para aislar substancialmente la herramienta de suministro de fluido desde un anillo formado entre la herramienta de fluido y el conducto; y en donde el conducto comprende uno o más recubrimientos permeables.|JIM B. SURJAATMADJA; MATTHEW T. HOWELL; 1105 Timbercreek Drive, 73533, Duncan, Oklahoma, E.U.A.|HALLIBURTON ENERGY SERVICES, INC.*; P.O. Box 1431, 73533, Duncan, Oklahoma, E.U.A.|
301879|Patente|MX/a/2009/014082|18/12/2009|01/08/2012|<i>E06B9/08</i> <b>(2006-01)</b>; <i>E01F13/02</i> <b>(2006-01)</b>|BARRERAS DE SEGURIDAD RETRÁCTILES Y SUS MÉTODOS DE OPERACIÓN.|La presente invención se refiere a un sistema de barrera caracterizado porque comprende: un primer poste que comprende una primera base para recibir sujetadores para asegurar el primer poste a una primera superficie; un segundo poste para estar separado del primer poste, el segundo poste comprende una segunda base para recibir sujetadores para asegurar el segundo poste a una segunda superficie; un miembro receptor unido al primer poste, siendo el miembro receptor giratorio alrededor de un primer eje y un segundo eje, el segundo eje está dispuesto intermedio en relación al miembro receptor, en donde el segundo eje está desplazado angularmente fuera de alineación paralela con e primer eje; y una barrera flexible que incluye un extremo proximal unido al miembro receptor y un extremo distal que puede estar acoplado de manera liberable al segundo poste, en virtud de que el miembro receptor es rotativo alrededor del primer eje, la barrera flexible puede retraerse selectivamente sobre el miembro receptor y extenderse hacia afuera en una dirección horizontal hacia el segundo poste, en donde cuando el extremo distal está acopado al segundo poste, la barrera es para soportar sustancialmente el impacto de un vehículo industrial sin daño significativo.|JOE KORMAN.; RONALD P. SNYDER; JASON D. MILLER; DONALD P. GRANT; PAUL J. MALY; MIKE GALLENBERGER; AARON J. WIEGEL; JAMES OATES; JASON DONDLINGER; DANIEL M. ANDERSON; DANIEL QUARLES; ERIC BUBLITZ; MATTHEW C. MCNEILL; 882 Clarke Drive, 52001, Dubuque, Iowa, E.U.A.|RITE-HITE HOLDING CORPORATION.*; 8900 North Arbon Drive, 53223, Milwaukee, Wisconsin, E.U.A.|
301880|Patente|MX/a/2007/014757|23/11/2007|01/08/2012|<i>B25F5/00</i> <b>(2006-01)</b>; <i>A45F5/00</i> <b>(2006-01)</b>|HERRAMIENTA MECANICA.|La presente invención se refiere a herramienta mecánica, que comprende: una porción de cuerpo principal que tiene una porción de salida; una porción de agarre que se extiende desde la porción de cuerpo principal; una porción de soporte de batería provista en una porción descendente de la porción de agarre; una batería provista en una porción descendente de la porción de soporte de batería; una porción de conexión estando fija a una porción posterior de la porción de soporte de batería y que tiene un hoyo; y una porción en forma de gancho mantenida en el hoyo de la porción de conexión, en donde dicha porción en forma de gancho incluye una porción base conectada a la porción de conexión, una porción curvada continua a la porción base, y una porción extremo delantero continua a la porción curvada, dicha porción extremo delantero dispuesta en una posición sustancialmente opuesta a la porción base, la porción extremo delantero y la porción base están hechas para ser capaces de estar próximas a y apartadas una con respecto a otra, en donde la porción de conexión soporta la porción en forma de gancho en un estado colgado hacia abajo en una dirección sustancialmente igual a una dirección en la cual la porción de agarre se extiende y la porción en forma de gancho se sujeta en forma de pivote, con respecto a la porción de agarre, sobre un primer centro eje de pivote extendido en la dirección en la cual la porción en forma de gancho colgada hacia abajo se extiende, en donde la porción de conexión es provista giratoriamente entre una primera posición donde la batería es próxima a la porción extremo delantero y una segunda posición donde la batería está separada espacialmente de la porción extremo delantero, en donde el primer eje de pivote es proporcionado en la porción trasera de la porción de soporte de batería desplazada desde un centro en una dirección izquierda-derecha, y en donde la porción de agarre incluye una porción de apriete capaz de apretar la porción extremo delantero de la porción en forma de gancho.|KATSUHIRO OOMORI; TOMOYUKI HOSHI; HIDEKI ISHIDA; MASATO SAKAI; TAKUYA TERANISHI; TAKESHI TANIGUCHI; TAKUMA SAITO; NAOKI TADOKORO; HIDEYUKI HASHIMOTO; AKIRA OONO; 1060 Takeda, Hitachinaka-Shi, Ibaraki, JAPON|HITACHI KOKI CO. LTD.; 15-1, Konan 2-Chome, 108-6020, Minato-Ku, Tokyo, JAPON|
301881|Patente|MX/a/2010/009620|07/07/2006|01/08/2012|<i>C08F4/52</i> <b>(2006-01)</b>; <i>C08F4/64</i> <b>(2006-01)</b>; <i>C08F4/72</i> <b>(2006-01)</b>|COMPOSICIONES CATALIZADORAS Y POLIOLEFINAS PARA APLICACIONES EN REVESTIMIENTO POR EXTRUSION.|Esta invención se relaciona con el campo de las composiciones catalizadoras para polimerización con poliolefinas, y los métodos para la polimerización y copolimerización de olefinas, incluyendo los métodos de polimerización utilizando una composición catalizadora fortificada. En un aspecto, la presente invención abarca una composición catalizadora que comprende el producto de contacto de un primer compuesto de metaloceno, un segundo compuesto de metaloceno, al menos un óxido sólido tratado químicamente, y al menos un compuesto de organoaluminio. Las resinas novedosas se caracterizaron por propiedades útiles en impacto, rasgado, adhesión, sellado, cargas motoras y presiones a valores indiciales de fusión comparables, y en reborde y descenso de nivel.|ASHISH M. SUKHADIA; QING YANG; RANDY MUNINGER; GARY JERDEE; MATTHEW THORN; ELIZABETH A. BENHAM; MICHAEL D. JIENSEN; MAX P. MCDANIEL; JOEL L. MARTIN; 1605 Cherokee Place, 74006, Bartlesville, Oklahoma, E.U.A.|CHEVRON PHILLIPS CHEMICAL COMPANY LP.*; 10001 Six Pines Drive, 77380, The Woodlands, Texas, E.U.A.|
301882|Patente|MX/a/2011/001155|28/01/2011|01/08/2012|<i>A23L1/236</i> <b>(2006-01)</b>; <i>A23L1/06</i> <b>(2006-01)</b>; <i>A23L1/09</i> <b>(2006-01)</b>; <i>A23L1/39</i> <b>(2006-01)</b>; <i>A23L2/60</i> <b>(2006-01)</b>|COMPOSICIONES QUE COMPRENDEN MEJORADORES DEL DULZOR, Y MÉTODOS PARA PREPARARLAS.|La presente invención provee composiciones sólidas y líquidas que comprenden 2,2-ióxido de 5-(neopentiloxi)-1H-benzo[c] [1,2, 6] tiadiazin-4-amino ó 3-(4-amino-2,2-dióxido-1H-benzo [c] [1,2, 6] tiadiazin-5-iloxj)-2' ,2'-dimetil-N-propilpropanamida, y métodos para preparar las composiciones mediante secado por aspersión y fusión por hilado. La presente invención también provee composiciones consumibles que comprenden las composiciones de la presente invención, y métodos para preparar dichos alimentos.|THITIWAN LEBIEN; RHONDI SHIGEMURA; CAROLYN PODGURSKI; BORIRUCK KITISIN; JENNIFER WARD; ANA ALATORRE; 6365 Paseo Aspada, 91016, Carlsbad, California, E.U.A.|SENOMYX, INC.; 4767 Nexus Centre Drive, 92121, San Diego, California, E.U.A.|
301883|Patente|MX/a/2009/000393|12/01/2009|01/08/2012|<i>A61K31/7048</i> <b>(2006-01)</b>; <i>A61P31/12</i> <b>(2006-01)</b>|USO DE LA TILVALOSINA COMO AGENTE ANTIVIRAL.|La invención se relaciona al uso de un antibiótico macrólido, tilvalosina, como un agente anti-viral. La tilvalosina es particularmente útil para el tratamiento del PRRSV.|ALBERT PHILIP ADRIAN MOCKETT; THOMAS DAVID KAY ROWN; AMANDA DENISE STUART; 78 Coombe Road, KT3 4QS, New Malden, Surrey, REINO UNIDO|ECO ANIMAL HEALTH LIMITED; CAMBRIDGE UNIVERSITY TECHNICAL SERVICES; 78 Coombe Road, KT3 4QS, New Malden, Surrey, REINO UNIDO|
